Node,Mutants,Unique Tests,Tests
X16c,{'1798'},"{7688, 8457, 1289, 4621, 2063, 790, 8479, 6177, 810, 6445, 3634, 3892, 6710, 6202, 6972, 573, 5694, 10045, 4925, 2366, 318, 4677, 2886, 7497, 4433, 8274, 2131, 5972, 4695, 2647, 7258, 8026, 7262, 1631, 1120, 3433, 7530, 6763, 4716, 1900, 6775, 8824, 7291, 4741, 7562, 4491, 2956, 5006, 8592, 3991, 7832, 7579, 9119, 8095, 4513, 940, 8877, 4786, 7602, 8117, 5045, 6330, 8639, 960, 2761, 8142, 9935, 5075, 5846, 9174, 4568, 8921, 987, 5852, 1760, 2275, 7654, 6634, 5111, 9720, 7931}","{7688, 8457, 1289, 4621, 2063, 790, 8479, 6177, 810, 6445, 3634, 3892, 6710, 6202, 6972, 573, 5694, 10045, 4925, 2366, 318, 4677, 2886, 7497, 4433, 8274, 2131, 5972, 4695, 2647, 7258, 8026, 7262, 1631, 1120, 3433, 7530, 6763, 4716, 1900, 6775, 8824, 7291, 4741, 7562, 4491, 2956, 5006, 8592, 3991, 7832, 7579, 9119, 8095, 4513, 940, 8877, 4786, 7602, 8117, 5045, 6330, 8639, 960, 2761, 8142, 9935, 5075, 5846, 9174, 4568, 8921, 987, 5852, 1760, 2275, 7654, 6634, 5111, 9720, 7931}"
X16d,{'1314'},"{9179, 9397, 8294, 8295}","{9179, 9397, 8294, 8295}"
X16e,{'10132'},"{9395, 9076, 9397, 9128, 9179, 8956, 9276}","{9395, 9076, 9397, 9128, 9179, 8956, 9276}"
X16f,{'3531'},"{8290, 9179, 9010, 8302}","{8290, 9179, 9010, 8302}"
X172,{'10078'},"{9010, 8294, 9397, 8302}","{9010, 8294, 9397, 8302}"
X173,{'531'},"{9179, 8286, 9087}","{9179, 8286, 9087}"
X176,"{'6616', '2488'}","{9010, 9179, 8293, 8286}","{9010, 9179, 8293, 8286}"
X179,{'9604'},"{8288, 8297, 9179, 8301}","{8288, 8297, 9179, 8301}"
X17d,{'10126'},"{8288, 9010, 9397, 9179, 8301, 8302}","{8288, 9010, 9397, 9179, 8301, 8302}"
X17e,"{'11258', '11825', '11255'}","{299, 2596, 1478, 59, 5515}","{299, 2596, 1478, 59, 5515}"
X17f,{'1642'},"{9010, 8293, 8294, 8297, 8302}","{9010, 8293, 8294, 8297, 8302}"
X183,{'10370'},"{8297, 8294, 8956, 8302}","{8297, 8294, 8956, 8302}"
X185,"{'751', '752'}","{1881, 2549, 2550}","{1881, 2549, 2550}"
X186,{'3530'},{8956},"{8956, 8293, 8294}"
X189,{'1604'},"{8288, 9397, 8297, 9179, 8302}","{8288, 9397, 8297, 9179, 8302}"
X18b,{'2475'},"{7290, 772, 1134, 4502}","{7290, 772, 1134, 4502}"
X18e,{'5756'},"{8288, 9010, 8295, 8297, 9179, 8302}","{8288, 9010, 8295, 8297, 9179, 8302}"
X18f,{'5751'},"{5920, 1820, 1608, 1449, 6762, 9707, 18, 1973, 6710, 5852, 9501, 2366}","{5920, 1820, 1608, 1449, 6762, 9707, 18, 1973, 6710, 5852, 9501, 2366}"
X190,"{'3679', '7328', '6905'}",{8291},"{8291, 8301}"
X193,"{'8553', '8563', '8559'}","{4741, 6634, 7602, 5972, 8026, 1627, 6972}","{2275, 4741, 646, 7530, 6634, 591, 7602, 5972, 9720, 8026, 1627, 6972, 733, 7262}"
X194,{'226'},"{9397, 8294, 8297, 9179, 8286}","{9397, 8294, 8297, 9179, 8286}"
X195,{'5338'},"{9010, 8293, 8286, 8297, 8302}","{9010, 8293, 8286, 8297, 8302}"
X196,{'7206'},"{4673, 4677, 4370, 5075, 4856, 1145, 1755, 1117}","{4673, 4677, 4370, 5075, 4856, 1145, 1755, 1117}"
X198,{'10057'},"{318, 4677, 1289, 5075, 790, 5846, 2647, 5852, 1628, 1760, 6177, 6763, 940, 5111, 5045, 6710, 6775, 1525, 6330, 573, 2366}","{318, 4677, 1289, 5075, 790, 5846, 2647, 5852, 1628, 1760, 6177, 6763, 940, 5111, 5045, 6710, 6775, 1525, 6330, 573, 2366}"
X19c,{'5111'},"{8288, 9128, 8301, 9395, 9076, 9397, 9179, 9276}","{8288, 9128, 8301, 9395, 9076, 9397, 9179, 9276}"
X19d,"{'47', '7354'}","{1071, 430, 2855}","{1071, 430, 2855}"
X19e,{'9833'},"{1608, 1290, 4491, 2063, 1970, 2483, 6710, 667}","{1608, 1290, 4491, 2063, 1970, 2483, 6710, 667}"
X19f,{'518'},"{8288, 8293, 8286, 8295, 8297, 8302}","{8288, 8293, 8286, 8295, 8297, 8302}"
X1a4,{'5275'},"{8288, 8293, 8294, 8297, 8302}","{8288, 8293, 8294, 8297, 8302}"
X1a5,{'2472'},"{7365, 7526, 725, 1016, 587, 2063}","{7365, 7526, 725, 1016, 587, 2063}"
X1a6,"{'3135', '3134'}","{1568, 7291, 429, 8142, 622, 2036, 404, 7832, 7579}","{1568, 7291, 429, 8142, 622, 2036, 404, 7832, 7579}"
X1a8,{'12415'},"{7497, 7562, 1290, 4621, 8592, 8274, 7258, 8095, 994, 228, 7654, 3433, 8117, 1657, 7931, 5694, 127}","{7497, 7562, 1290, 4621, 8592, 8274, 7258, 8095, 994, 228, 7654, 3433, 8117, 1657, 7931, 5694, 127}"
X1a9,{'1242'},{2556},{2556}
X1ab,{'1325'},"{8297, 8301, 9397}","{8297, 8301, 9397}"
X1b1,{'5881'},"{8288, 8297, 9010, 8956}","{8288, 8297, 9010, 8956}"
X1b6,{'1821'},{1289},"{5894, 7688, 8457, 1289, 1290, 4621, 2063, 790, 8479, 6177, 2858, 810, 6445, 3634, 3892, 6710, 6202, 6972, 573, 5694, 10045, 4925, 2366, 4677, 2886, 7497, 4433, 8274, 2131, 5972, 2647, 4695, 7000, 7258, 8026, 7262, 1631, 1120, 3433, 7530, 6763, 4716, 1900, 6775, 8824, 7291, 4741, 7562, 4491, 2956, 5006, 8592, 3991, 7832, 7579, 9119, 8095, 4513, 940, 8877, 4786, 7602, 8117, 5045, 1974, 6330, 8639, 960, 2761, 8142, 9935, 5075, 5846, 9174, 4568, 8921, 3290, 987, 5852, 1760, 2275, 5859, 7654, 6634, 5111, 9720, 7931}"
X1c3,{'5876'},"{8288, 8956, 9087}","{8288, 8956, 9087}"
X1c5,{'12765'},"{8956, 8293, 9128, 9010, 9395, 9076, 9179, 9276}","{8956, 8293, 9128, 9010, 9395, 9076, 9179, 9276}"
X1c9,"{'3561', '2520'}","{1, 7171, 5894, 7688, 8457, 1289, 1290, 4621, 2063, 790, 9501, 8479, 6177, 1061, 2858, 6445, 6958, 3634, 3892, 3125, 6710, 6202, 6972, 573, 5694, 10045, 4925, 2366, 4677, 2886, 5447, 7497, 8269, 336, 4433, 8274, 2131, 5972, 2645, 4695, 2647, 7000, 7258, 8026, 7262, 1631, 1120, 3433, 7530, 6763, 4716, 1900, 7796, 6775, 8824, 7291, 4741, 7562, 5515, 2956, 4491, 5006, 143, 8592, 150, 3991, 7832, 7579, 8863, 9119, 8095, 4513, 1961, 940, 8877, 8624, 4786, 7602, 8117, 5045, 6330, 8639, 2761, 8142, 9935, 5075, 5846, 9174, 4568, 8921, 3290, 987, 5852, 4317, 1760, 1248, 2275, 5859, 7654, 6634, 9707, 2036, 5111, 9720, 7931, 3837, 766}","{1, 7171, 5894, 7688, 8457, 1289, 1290, 4621, 2063, 790, 9501, 8479, 6177, 1061, 2858, 6445, 6958, 3634, 3892, 3125, 6710, 6202, 6972, 573, 5694, 10045, 4925, 2366, 4677, 2886, 5447, 7497, 8269, 336, 4433, 8274, 2131, 5972, 2645, 4695, 2647, 7000, 7258, 8026, 7262, 1631, 1120, 3433, 7530, 6763, 4716, 1900, 7796, 6775, 8824, 7291, 4741, 7562, 5515, 2956, 4491, 5006, 143, 8592, 150, 3991, 7832, 7579, 8863, 9119, 8095, 4513, 1961, 940, 8877, 8624, 4786, 7602, 8117, 5045, 6330, 8639, 2761, 8142, 9935, 5075, 5846, 9174, 4568, 8921, 3290, 987, 5852, 4317, 1760, 1248, 2275, 5859, 7654, 6634, 9707, 2036, 5111, 9720, 7931, 3837, 766}"
X1ca,{'1239'},"{9010, 9395, 9076, 8293, 8295, 9128, 9276}","{9010, 9395, 9076, 8293, 8295, 9128, 9276}"
X1cc,{'522'},"{8301, 9397, 8295}","{8301, 9397, 8295}"
X1d1,{'1464'},"{64, 1169, 6330, 5846}","{64, 1478, 202, 5515, 14, 2129, 1169, 5846, 412, 6330, 6763, 299, 304, 696, 314, 59}"
X1d3,{'233'},"{8293, 9397, 8297, 9179, 8956, 8302}","{8293, 9397, 8297, 9179, 8956, 8302}"
X1d6,{'7169'},"{4673, 4370, 5075, 294, 1145, 1755}","{4673, 4370, 5075, 294, 1145, 1755}"
X1da,"{'7723', '7719'}",{429},"{1539, 4741, 9935, 465, 5972, 154, 8026, 1627, 4317, 8479, 1249, 6634, 7530, 429, 7602, 2036, 9720, 6972}"
X1db,{'10906'},{1267},"{4741, 5894, 7562, 1290, 2956, 4621, 2063, 8592, 7832, 7579, 8095, 8479, 4513, 1571, 7602, 8117, 6972, 4925, 10045, 5694, 2886, 2761, 7497, 7291, 8269, 8142, 9935, 465, 8274, 5972, 1621, 4695, 4568, 2647, 7258, 987, 8026, 4317, 7262, 2275, 5859, 7654, 488, 3433, 6634, 7530, 1900, 1267, 2036, 9720, 7931}"
X1dc,{'1246'},"{3858, 9925, 1015}","{3858, 9925, 1015}"
X1dd,"{'525', '3145'}",{429},"{1568, 1571, 488, 429, 8142, 465, 7579, 2036, 1621, 2647, 7832, 7291, 4317}"
X1e0,"{'5371', '5370'}","{2148, 581, 4010, 5581, 6958, 1430, 3479, 6238, 8095}","{2148, 581, 4010, 5581, 6958, 1430, 3479, 6238, 8095}"
X1e4,{'10073'},"{8293, 9397, 8286, 8297, 8302}","{8293, 9397, 8286, 8297, 8302}"
X1e6,{'1252'},{9356},{9356}
X1e7,{'5786'},"{898, 4741, 5894, 7562, 2956, 4621, 8592, 7579, 158, 8095, 7602, 4786, 8117, 1974, 443, 6972, 4925, 10045, 5694, 2886, 2761, 7497, 7291, 8269, 9935, 8274, 2131, 5972, 7258, 987, 8026, 7262, 2275, 5859, 7654, 3433, 7530, 1900, 4716, 9720, 7931, 1532}","{898, 4741, 5894, 7562, 2956, 4621, 8592, 7579, 158, 8095, 7602, 4786, 8117, 1974, 443, 6972, 4925, 10045, 5694, 2886, 2761, 7497, 7291, 8269, 9935, 8274, 2131, 5972, 7258, 987, 8026, 7262, 2275, 5859, 7654, 3433, 7530, 1900, 4716, 9720, 7931, 1532}"
X1ea,{'514'},"{9010, 9397, 9179, 8956, 8302}","{9010, 9397, 9179, 8956, 8302}"
X1eb,{'5105'},"{8288, 9395, 9076, 8295, 9128, 8956, 9276}","{8288, 9395, 9076, 8295, 9128, 8956, 9276}"
X1ed,{'516'},"{4904, 4944}","{7688, 1290, 4491, 5006, 2063, 7832, 1820, 9501, 9119, 8479, 4513, 4904, 1961, 1449, 8877, 6710, 6330, 573, 2366, 8639, 1608, 8142, 4944, 2131, 9174, 4695, 4568, 5852, 1760, 9707, 6763, 126, 766}"
X1ef,"{'9836', '4231'}",{6762},"{1608, 1290, 4491, 8142, 2063, 18, 7832, 1820, 9501, 5852, 8479, 9119, 1449, 6762, 9707, 6763, 8877, 2483, 1973, 6710, 6330, 573, 2366}"
X1f0,{'10311'},{1267},"{1543, 7562, 1290, 2956, 4621, 2063, 8592, 7832, 7579, 8479, 8095, 4513, 8117, 4925, 5694, 2886, 2761, 7497, 8269, 8142, 8274, 4695, 4568, 7258, 7931, 1636, 7654, 3433, 1900, 1267, 760, 1657, 7291, 127}"
X1f6,{'5792'},"{898, 4741, 5894, 7562, 1290, 2956, 4621, 2063, 8592, 7832, 7579, 158, 8095, 8479, 4513, 7602, 4786, 8117, 1974, 443, 6972, 4925, 10045, 5694, 2886, 2761, 7497, 7291, 8269, 8142, 9935, 8274, 2131, 5972, 4695, 4568, 7258, 987, 8026, 7262, 8033, 2275, 5859, 7654, 3433, 7530, 1900, 4716, 1267, 9720, 7931}","{898, 4741, 5894, 7562, 1290, 2956, 4621, 2063, 8592, 7832, 7579, 158, 8095, 8479, 4513, 7602, 4786, 8117, 1974, 443, 6972, 4925, 10045, 5694, 2886, 2761, 7497, 7291, 8269, 8142, 9935, 8274, 2131, 5972, 4695, 4568, 7258, 987, 8026, 7262, 8033, 2275, 5859, 7654, 3433, 7530, 1900, 4716, 1267, 9720, 7931}"
X1f7,{'1241'},"{8288, 9087, 8295}","{8288, 9087, 8295}"
X1fb,"{'9264', '9261'}","{6009, 4759}","{4677, 1292, 1869, 5075, 2645, 1751, 4759, 7258, 993, 744, 552, 2031, 2802, 5045, 6009, 3199}"
X1fd,"{'7621', '11356', '11352'}","{389, 7688, 8457, 1289, 4491, 5006, 3474, 790, 3991, 9119, 8479, 6177, 6775, 4904, 2858, 810, 940, 8877, 6445, 3634, 3892, 5045, 6710, 5430, 6202, 6330, 573, 2366, 8639, 4677, 4433, 5075, 9174, 2647, 7000, 8921, 5846, 5852, 1631, 1760, 1120, 8033, 6634, 6763, 5111}","{389, 7688, 8457, 1289, 4491, 5006, 3474, 790, 3991, 9119, 8479, 6177, 6775, 4904, 2858, 810, 940, 8877, 6445, 3634, 3892, 5045, 6710, 5430, 6202, 6330, 573, 2366, 8639, 4677, 4433, 5075, 9174, 2647, 7000, 8921, 5846, 5852, 1631, 1760, 1120, 8033, 6634, 6763, 5111}"
X1ff,"{'12773', '12774'}","{1169, 6330, 11, 573}","{228, 1290, 4491, 11, 8142, 2063, 1072, 1169, 7832, 6330, 573, 8479}"
X200,{'7170'},"{4258, 2411, 1318}","{4258, 2411, 1318}"
X201,{'1807'},"{8286, 8956, 8302}","{8286, 8956, 8302}"
X207,{'12367'},"{786, 2259, 3253, 1615}","{2886, 2761, 1290, 8269, 8142, 2063, 1615, 786, 8274, 2259, 4695, 7832, 4568, 7258, 7579, 8479, 4513, 1701, 494, 1267, 3253, 1721, 7291, 4925}"
X208,"{'3700', '12600'}","{7305, 1267, 8033, 6190}","{898, 4741, 5894, 9720, 7305, 7562, 1290, 2956, 4621, 2063, 8592, 7832, 7579, 158, 8095, 8479, 4513, 6190, 7602, 4786, 8117, 1974, 6972, 4925, 10045, 8639, 5694, 960, 2886, 2761, 7497, 7291, 8269, 8142, 9935, 1485, 8274, 2131, 5972, 9174, 4695, 4568, 3290, 987, 8026, 7258, 7262, 8033, 2275, 5859, 7654, 3433, 7530, 1900, 4716, 1267, 8824, 7931, 1532}"
X20d,{'11868'},"{1925, 4677, 136, 4491, 1293, 5006, 5518, 5075, 1108, 2647, 7000, 730, 9119, 4904, 360, 554, 1897, 940, 8877, 5045, 5430, 183, 1909, 6202}","{1925, 4677, 136, 4491, 1293, 5006, 5518, 5075, 1108, 2647, 7000, 730, 9119, 4904, 360, 554, 1897, 940, 8877, 5045, 5430, 183, 1909, 6202}"
X210,{'12355'},"{1543, 7305, 7562, 1290, 2956, 4621, 2063, 8592, 7832, 7579, 8095, 4513, 8117, 4794, 4925, 5694, 2886, 2761, 7497, 7291, 8269, 8142, 8274, 4695, 4568, 7258, 1636, 7654, 3433, 1900, 1267, 760, 1657, 7931, 127}","{1543, 7305, 7562, 1290, 2956, 4621, 2063, 8592, 7832, 7579, 8095, 4513, 8117, 4794, 4925, 5694, 2886, 2761, 7497, 7291, 8269, 8142, 8274, 4695, 4568, 7258, 1636, 7654, 3433, 1900, 1267, 760, 1657, 7931, 127}"
X211,{'3755'},"{161, 1249, 4741, 154, 6190, 9935, 4050, 2259, 5972, 220, 9720, 8026, 5596}","{161, 1249, 4741, 154, 6190, 9935, 4050, 2259, 5972, 220, 9720, 8026, 5596}"
X213,{'7221'},"{4677, 1292, 1869, 5518, 5075, 1751, 4759, 7258, 993, 744, 552, 2802, 7346, 5045, 4856, 2876, 3199}","{4677, 1292, 1869, 5518, 5075, 1751, 4759, 7258, 993, 744, 552, 2802, 7346, 5045, 4856, 2876, 3199}"
X215,{'1293'},"{8297, 8292, 8301, 8295}","{8297, 8292, 8301, 8295}"
X216,{'1597'},{7558},{7558}
X219,{'2521'},"{6404, 7526, 2886, 1321, 587, 2863, 7579, 829}","{6404, 7526, 2886, 1321, 587, 2863, 7579, 829}"
X21b,{'12440'},{3042},"{3042, 1491, 3190, 6202, 1484, 3774}"
X21c,{'7219'},"{7480, 7346, 6293}","{4677, 2520, 1869, 5518, 4856, 7346, 5075, 5045, 6293, 4759, 7480, 1145, 7258, 3199}"
X21d,{'7217'},"{4673, 2082, 4677, 2520, 5518, 305, 5075, 660, 5045, 2357, 1237, 7480, 3199}","{4673, 2082, 4677, 2520, 5518, 305, 5075, 660, 5045, 2357, 1237, 7480, 3199}"
X21e,"{'11554', '11804', '11358', '11805', '8137', '11361', '11357', '11553', '11373', '11563'}","{4904, 1169, 730, 64}","{4904, 1169, 730, 64}"
X220,{'7218'},"{7480, 4673, 5518}","{4673, 993, 4677, 135, 744, 552, 1292, 5518, 2802, 5075, 5045, 1751, 7480, 187, 2876}"
X221,{'10385'},"{4673, 8261}","{4673, 642, 66, 8261, 4677, 972, 2157, 5518, 1104, 5075, 2483, 5045, 2357, 7000, 2136}"
X228,{'9325'},{6440},{6440}
X22a,{'9324'},"{7536, 7225, 8074, 7213, 7614}","{7536, 7225, 8074, 7213, 7614}"
X230,{'7254'},"{2736, 6530, 3509, 6698, 1931, 6125}","{2736, 6530, 3509, 6698, 1931, 6125}"
X232,{'7294'},"{4856, 3384, 1051, 477, 2671}","{4856, 3384, 1051, 477, 2671}"
X236,{'7272'},"{2804, 2055, 4744, 2394, 1708}","{2804, 2055, 4744, 2394, 1708}"
X237,{'7304'},"{3614, 3191}","{3614, 3191}"
X238,"{'12659', '12655', '12652'}","{1075, 2483, 2157, 679, 1785, 1229}","{1075, 2483, 2157, 679, 1785, 1229}"
X239,"{'7306', '7309'}","{4080, 7201, 227, 4856, 6698, 1051, 3151}","{4080, 7201, 227, 4856, 6698, 1051, 3151}"
X23b,{'2103'},{8034},"{8034, 1348, 3213, 9463}"
X23c,{'1301'},"{8293, 8294, 8286, 8297, 8301, 8302}","{8293, 8294, 8286, 8297, 8301, 8302}"
X23d,{'9326'},{9670},"{9670, 83, 531, 1751, 1112, 345, 3579, 3646, 703}"
X240,"{'7265', '7252'}","{7201, 744, 552, 6698, 2671, 4080, 1751, 4856, 345, 3579, 3646}","{7201, 744, 552, 6698, 2671, 4080, 1751, 4856, 345, 3579, 3646}"
X247,"{'181', '4021'}","{5678, 5903}","{5678, 5903}"
X248,{'4020'},"{8392, 1627, 2549, 7758}","{8392, 1627, 2549, 7758}"
X249,{'7261'},"{6698, 6125}","{1754, 6698, 6125, 3151}"
X24a,{'7296'},"{1051, 2671}","{7536, 3384, 1051, 477, 2671}"
X24c,{'7293'},"{2804, 1589, 4856, 1051, 2671}","{2804, 1589, 4856, 1051, 2671}"
X24d,{'4025'},{9247},{9247}
X24f,"{'7256', '7260', '7259'}","{4856, 1754, 6698, 123, 2671, 3151}","{4856, 1754, 6698, 123, 2671, 3151}"
X251,{'7302'},{3622},{3622}
X253,"{'4733', '4752', '6628', '4740', '4749', '4734', '4312', '6627', '4739', '536', '6625', '4743', '4751', '6626', '4311', '4750'}","{2464, 2539, 1184, 2591}","{2464, 1184, 2489, 2539, 2591}"
X254,{'2768'},{1901},"{4691, 1901}"
X257,{'11894'},{5320},"{5320, 2481}"
