Node,Mutants,Unique Tests,Tests
X1d3,{'9046'},"{1417, 1354, 13083, 108, 3070}","{1417, 1354, 13083, 108, 3070}"
X1d4,{'9027'},{11938},"{11938, 1417, 1354, 311}"
X1d5,"{'9115', '9116'}","{243, 1354, 13083, 1645, 3070}","{243, 1354, 13083, 1645, 3070}"
X1d6,"{'1320', '5925'}","{7736, 60, 3335}","{7736, 60, 3335}"
X1d7,{'4509'},"{6131, 2052, 4509}","{6131, 2052, 4509}"
X1d8,"{'9013', '8995', '9031'}","{714, 13083, 1165}","{714, 13083, 1165}"
X1da,{'6258'},"{8561, 738, 14631, 6664, 559}","{8561, 738, 14631, 6664, 559}"
X1dc,{'11540'},"{12144, 6128, 254, 13291, 7646}","{12144, 6128, 254, 13291, 7646}"
X1dd,{'3997'},"{6880, 5541, 5272, 5739, 110}","{6880, 5541, 5272, 5739, 110}"
X1de,"{'3998', '4034'}","{8419, 7947, 9583, 20, 13213}","{3360, 8419, 20, 7947, 13213, 9583}"
X1e0,{'4075'},{45},{45}
X1e1,{'3464'},"{2032, 931, 1651, 6165, 4758, 9999}","{2032, 931, 1651, 6165, 4758, 9999}"
X1e2,{'2102'},"{13027, 2446, 4530, 3606, 2523}","{4530, 13027, 3606, 2523, 173, 2446}"
X1e5,{'10778'},"{1068, 1619, 8660, 1974}","{1068, 1619, 8660, 1974}"
X1eb,{'12063'},"{7232, 1581, 1303}","{7232, 1581, 1303}"
X1ec,{'11809'},{6959},"{4129, 2017, 585, 6959, 1469, 4189, 2326, 3866, 8253, 7871}"
X1ef,"{'6182', '6183'}","{1153, 11599}","{1153, 11599}"
X1f0,{'2203'},"{4129, 1432, 70, 296, 12442, 3866, 4189}","{4129, 1432, 70, 296, 12442, 3866, 4189}"
X1f1,{'11889'},"{7232, 14533, 3943, 10092, 13551, 693, 349}","{7232, 14533, 3943, 10092, 6476, 13551, 693, 6585, 349}"
X1f2,"{'7005', '7006'}","{738, 1563}","{738, 1563}"
X1f5,{'297'},"{12241, 739, 6549, 12569}","{12241, 739, 6549, 12569}"
X1f9,"{'178', '179'}","{1344, 753, 7517}","{1344, 753, 7517}"
X1fa,{'8067'},{8927},"{13409, 12098, 3716, 13677, 143, 2896, 10001, 3674, 1621, 13498, 2302, 8927}"
X1fb,{'5224'},"{3536, 2568}","{3536, 2568, 2622}"
X1fc,"{'7994', '7996'}","{2896, 467, 3716, 11157, 3674, 8927}","{2896, 467, 3716, 11157, 3674, 8927}"
X1fe,{'6808'},{8440},{8440}
X201,{'10333'},"{2368, 1035, 3436, 2349, 2028, 13552, 1457, 2427}","{2368, 1035, 3436, 2349, 2028, 13552, 1457, 2427}"
X203,{'11265'},"{5696, 11584, 12674, 11336, 2953, 2831, 5139, 2067, 11482, 2715, 13087, 8224, 170, 2862, 3058, 9720}","{5696, 11584, 12674, 11336, 2953, 2831, 5139, 2067, 11482, 2715, 13087, 8224, 170, 2862, 3058, 9720}"
X206,{'1867'},"{3784, 11444}","{11444, 3784, 4602, 4619, 4558}"
X209,{'12050'},"{4129, 4189, 12373, 1015, 10092, 349, 4142}","{4129, 4189, 12373, 1015, 10092, 349, 4142}"
X20a,"{'6168', '6169'}","{1024, 8738, 3806}","{1024, 8738, 3806}"
X20d,{'11920'},"{13604, 14533, 13551}","{4129, 13604, 14533, 13551, 8848, 4189, 1432, 3866, 379, 829, 7871}"
X20e,"{'1740', '1749'}",{7517},"{753, 266, 6506, 715, 7517, 13438}"
X20f,{'11579'},"{241, 4596, 2277, 1143}","{241, 4596, 2277, 1143}"
X211,{'3799'},"{9688, 6098}","{11140, 70, 2502, 7947, 10637, 9912, 78, 80, 6098, 9688, 13213, 8419, 420, 296, 1517, 9583, 10551, 7736, 9723, 1725}"
X213,"{'11032', '11033'}",{6530},{6530}
X216,{'10273'},{1506},{1506}
X219,{'11361'},{593},{593}
X21a,{'3834'},{4566},{4566}
X21e,"{'12084', '12081'}","{4211, 1303}","{4211, 1303}"
X21f,{'11379'},"{8848, 92}","{8848, 1432, 92, 829}"
X220,"{'134', '133'}","{1318, 739, 4358}","{1318, 739, 4358}"
X221,{'8147'},"{11336, 2953, 1528, 2559, 2878, 2671}","{11336, 2953, 1528, 2559, 2878, 2671}"
X222,{'7605'},"{13604, 230, 3879, 4138, 7871}","{13604, 230, 3879, 4138, 7871}"
X223,{'11900'},"{4129, 2017, 12373, 1991, 3336, 3866, 4189}","{4129, 2017, 12373, 1991, 3336, 3866, 4189}"
X225,"{'7342', '7343', '11397', '7344', '7341'}","{8848, 464}","{8848, 1432, 829, 464}"
X226,{'8113'},{9326},{9326}
X22b,{'11269'},"{5696, 11584, 12674, 3716, 2628, 11336, 2953, 12235, 2831, 2896, 145, 5139, 2067, 11157, 3674, 2715, 12444, 11482, 13087, 8224, 1760, 9647, 3058, 9720}","{5696, 11584, 12674, 3716, 2628, 11336, 2953, 12235, 2831, 2896, 145, 5139, 2067, 11157, 3674, 2715, 12444, 11482, 13087, 8224, 1760, 9647, 3058, 9720}"
X22e,{'8548'},{1397},"{2592, 1397}"
X230,{'11525'},{5139},"{12098, 3716, 2628, 2831, 143, 10001, 2896, 5139, 11157, 13525, 3674, 12444, 1820, 13087, 8927, 13409, 13677, 9647, 13040, 9720, 13498}"
X232,"{'3332', '3329'}",{12682},{12682}
X233,{'2198'},"{12804, 6007}","{13604, 12804, 70, 6007, 296, 12442, 7871}"
X234,{'7626'},"{2140, 631}","{746, 2140, 631}"
X235,{'1499'},{8259},"{12804, 3716, 7, 5256, 2953, 2831, 8848, 10001, 5139, 11157, 2200, 7578, 2715, 1820, 5149, 12190, 12444, 13087, 4129, 8226, 3866, 13604, 2349, 13102, 9647, 13498, 14780, 829, 2878, 7871, 5696, 11584, 12098, 8259, 2115, 14533, 2628, 12235, 8269, 2896, 10708, 13525, 11482, 3674, 8925, 4189, 8927, 13409, 10722, 6506, 3436, 10221, 13677, 13551, 13040, 13552, 242, 3058, 6007, 9720, 7165, 13438}"
X236,"{'6078', '3154'}",{3795},"{3795, 4182}"
X237,"{'12049', '12047'}","{3265, 3866}","{752, 3265, 3866}"
X238,"{'11841', '11840'}","{8848, 1118}","{8848, 829, 1118}"
X239,"{'12069', '12071'}","{792, 4075, 13604, 5910}","{4129, 13604, 14533, 4075, 13551, 8848, 379, 4189, 5910, 792, 3866, 1979, 8253, 7871}"
X23a,{'8314'},"{6192, 5176, 3737, 6956, 6702}","{6192, 5176, 3737, 6956, 6702}"
X23c,"{'10749', '10750'}","{8660, 4, 1982, 1151}","{8660, 4, 1982, 1151}"
X23e,{'6987'},{8927},"{2818, 2055, 5256, 13677, 2575, 17, 3666, 2173, 2550, 2938, 2555, 1850, 5149, 8927}"
X23f,{'1744'},"{4928, 2848, 1344, 7517, 4287}","{4928, 2848, 1344, 7517, 4287}"
X240,{'8955'},"{9604, 10679}","{9604, 10679}"
X244,{'10267'},"{5696, 11584, 2628, 2953, 12235, 8269, 2831, 145, 2200, 11482, 2715, 12444, 5149, 12190, 13087, 8226, 1598, 9647, 3058, 9720, 2878}","{5696, 11584, 2628, 2953, 12235, 8269, 2831, 145, 2200, 11482, 2715, 12444, 5149, 12190, 13087, 8226, 1598, 9647, 3058, 9720, 2878}"
X245,{'11274'},"{2896, 145, 11157, 2701, 2823, 2925}","{2896, 145, 11157, 2701, 2823, 2925}"
X246,{'11271'},"{13552, 13441, 10722, 3472, 3666, 1457}","{13552, 13441, 10722, 3472, 3666, 1457}"
X248,{'10785'},{4273},{4273}
X249,"{'753', '756'}",{3278},{3278}
X24b,{'3932'},{376},{376}
X24c,{'1303'},"{2350, 2577, 1561}","{2350, 2577, 1561}"
X24d,{'9617'},"{7680, 2905, 12210}","{7680, 3716, 7, 5256, 2953, 2831, 10768, 10001, 5139, 11157, 2200, 2715, 1820, 5149, 12190, 12444, 13087, 8224, 8226, 2349, 13102, 9647, 12210, 13498, 14780, 2878, 5696, 11584, 12098, 8259, 2115, 2628, 12235, 8269, 2896, 1490, 13525, 2905, 11482, 3674, 8925, 8927, 13409, 11629, 13677, 13040, 13552, 3058, 9720}"
X24e,"{'7331', '7338', '7329', '7334', '7333', '7336'}",{7578},"{705, 106, 3335, 6506, 7165, 13438, 7578}"
X250,"{'4384', '4385'}","{2129, 4718}","{2129, 4718}"
X251,{'4328'},"{1332, 3349, 4718, 1343}","{1332, 3349, 4718, 1343}"
X255,{'8323'},"{448, 11385, 1892, 1806, 9647, 3058, 9720, 2905, 8925, 1854}","{448, 11385, 1892, 1806, 9647, 3058, 9720, 2905, 8925, 1854}"
X256,{'1306'},"{2224, 733}","{2224, 733, 3335}"
X25a,{'7550'},"{6840, 7563, 3168, 999}","{6840, 7563, 3168, 999}"
X25f,{'11568'},{2821},"{386, 4596, 2821, 1143}"
X260,{'8483'},"{12674, 5893, 11336, 12235, 8113}","{5696, 11584, 12674, 3716, 5893, 2628, 7, 11336, 12235, 8269, 2831, 2896, 11157, 13525, 2200, 11482, 3674, 12444, 13087, 8224, 8927, 8226, 13409, 13677, 9647, 13552, 8113, 3058, 9720, 13498, 14780}"
X261,{'8484'},{11629},"{5696, 11584, 12674, 2628, 7, 11336, 2953, 12235, 8269, 2831, 13525, 2200, 11482, 2715, 12444, 12190, 13087, 8224, 13409, 8226, 2349, 11629, 9647, 13677, 3058, 9720, 13498, 14780, 2878}"
X262,{'6291'},"{1423, 2422, 7871}","{1423, 2422, 7871}"
X263,{'8478'},"{8224, 12674, 11336, 8113, 12210, 11385}","{11584, 12674, 2628, 11336, 2953, 12235, 8269, 2831, 2200, 11482, 2715, 12444, 285, 12190, 13087, 8224, 8226, 1598, 13102, 8113, 12210, 3058, 11385, 2878}"
X264,{'8480'},"{5696, 11584, 12674, 2628, 5893, 11336, 12235, 8269, 2896, 11157, 2200, 5721, 11482, 217, 12444, 13087, 8224, 8226, 13102, 9647, 8113, 12210, 9720, 1598}","{5696, 11584, 12674, 2628, 5893, 11336, 12235, 8269, 2896, 11157, 2200, 5721, 11482, 217, 12444, 13087, 8224, 8226, 13102, 9647, 8113, 12210, 9720, 1598}"
X265,{'11357'},"{12476, 421, 5436}","{12476, 421, 5436}"
X266,{'8065'},"{8620, 2054}","{13105, 8620, 2054}"
X267,{'4077'},"{38, 7947, 3606}","{38, 7947, 3606}"
X268,{'11539'},{13496},"{420, 70, 2502, 296, 78, 80, 10551, 7736, 9723, 13496}"
X26a,{'3821'},"{4744, 4758}","{4744, 4758}"
X271,{'11303'},"{10722, 2115, 3436, 10221, 2349, 1457}","{12098, 2115, 3716, 143, 2896, 10001, 1490, 11157, 13525, 3674, 1820, 8927, 13409, 10722, 3436, 2349, 10221, 13677, 13040, 1457, 13498}"
X272,{'2027'},"{4577, 2691, 2500}","{4577, 2691, 2500}"
X273,"{'8330', '8340', '7840', '8342', '7841', '7839', '2013', '8338', '7910', '8328'}",{12138},{12138}
X274,{'763'},"{3002, 381, 4718}","{3002, 3155, 381, 4718}"
X277,{'5915'},{12191},{12191}
X27a,"{'1853', '1852'}","{1346, 3348, 13418, 13771, 1276}","{1346, 3348, 13418, 13771, 1276}"
X27b,{'5371'},{14673},"{14673, 1346, 3348, 969, 13418, 13771}"
X27d,{'11448'},{4033},"{4033, 4691, 168, 4185, 7736, 2286}"
X27e,{'9898'},"{1424, 1973, 383}","{1424, 1973, 383}"
X27f,{'6290'},"{2531, 3879, 1465, 2079, 7871}","{2531, 3879, 1465, 2079, 7871}"
X281,{'8025'},"{3716, 3595, 2896, 10001, 1490, 1366, 3674, 8927}","{3716, 3595, 2896, 10001, 1490, 1366, 185, 3674, 8927}"
X282,{'7607'},{2439},{2439}
X283,{'10312'},"{5587, 2231}","{5587, 2231}"
X286,{'826'},"{1089, 1855}","{1089, 1855, 3167}"
X288,{'4104'},"{426, 2502}","{426, 2502}"
X28a,{'8151'},"{8209, 9173}","{8209, 9173}"
X28b,{'4270'},{1050},"{1050, 2998}"
X28c,{'1139'},"{2340, 2028, 8925, 2702, 815}","{2340, 2028, 8925, 2702, 815}"
X28d,{'4974'},"{13450, 13349}","{13450, 13349}"
X291,"{'6594', '6597'}","{2611, 3436, 1260}","{2611, 1260, 1621, 1174, 5256, 3436}"
X293,{'3859'},{7771},"{2306, 14339, 2502, 1585, 434, 2198, 9723, 7771}"
X294,{'9904'},"{3211, 3045}","{3211, 3045}"
X295,{'3818'},"{6098, 11140}","{14339, 11140, 70, 2502, 7947, 80, 6098, 13213, 8419, 420, 296, 4073, 1517, 9583, 10551, 9912, 9723, 1725}"
X299,{'4027'},{6105},"{3360, 6105}"
X29b,{'4914'},{13040},"{13409, 3716, 1322, 13040, 10001, 1366, 3674, 2363, 1820, 8927}"
X29d,"{'11593', '11598', '11578'}",{4596},"{277, 14339, 4596, 2277}"
X29e,{'10439'},"{448, 8641, 8193, 8004, 8262, 8719, 9647, 8785, 7952, 9267, 9720}","{448, 8641, 8193, 8004, 8262, 8719, 9647, 8785, 7952, 9267, 9720}"
X29f,{'10469'},"{1601, 2611, 2054, 2427, 1596}","{1601, 2611, 2054, 2427, 1596}"
X2a0,"{'1146', '1137', '1142'}","{2340, 2427, 2028, 8925, 815}","{2340, 2427, 2028, 8925, 815}"
X2a1,{'9878'},"{4665, 7771, 4644, 6110}","{4644, 4663, 4665, 7771, 6110}"
X2a3,{'8359'},"{8899, 8905, 5139, 9267, 11385}","{11385, 8899, 1892, 8905, 2829, 1806, 9647, 145, 3058, 5139, 9267, 9720, 2905, 8925}"
X2a4,{'11270'},"{7680, 3716, 5893, 5256, 5139, 11157, 2715, 1820, 12210, 14780, 5696, 12098, 2896, 1490, 3674, 10722, 10221, 13040, 13552}","{7680, 12674, 3716, 5893, 7, 5256, 2953, 2831, 5139, 11157, 2715, 12444, 1820, 13087, 9647, 12210, 14780, 2878, 5696, 11584, 12098, 2628, 11336, 12235, 2896, 1490, 11482, 3674, 10722, 10221, 13040, 13552, 3058, 9720, 11385}"
X2a8,{'6553'},{5244},{5244}
X2aa,{'12065'},"{4129, 13604, 4075, 4189, 12373, 3866, 349, 8253, 7871}","{4129, 13604, 4075, 4189, 12373, 1432, 3866, 349, 8253, 7871}"
X2ab,{'7604'},"{1649, 12373, 7871}","{13604, 230, 1649, 12373, 1943, 2269, 2362, 1979, 8253, 7871}"
X2ad,{'10223'},"{448, 3425, 3400, 5770, 9647, 9267, 9720, 8507, 8508}","{448, 3425, 3400, 5770, 9647, 9267, 9720, 8507, 8508}"
X2af,"{'11293', '10222'}","{12674, 5893, 7, 5256, 2953, 2831, 5139, 2200, 2715, 12444, 5149, 12190, 13087, 8224, 8226, 13102, 9647, 12210, 14780, 2878, 5696, 11584, 2628, 11336, 12235, 8269, 2905, 11482, 8925, 3058, 9720, 11385}","{12674, 5893, 7, 5256, 2953, 2831, 5139, 2200, 2715, 12444, 5149, 12190, 13087, 8224, 8226, 13102, 9647, 12210, 14780, 2878, 5696, 11584, 2628, 11336, 12235, 8269, 2905, 11482, 8925, 3058, 9720, 11385}"
X2b1,{'10559'},"{1069, 2349}","{1069, 2349}"
X2b2,{'6658'},"{12674, 3716, 5256, 2831, 10001, 2715, 12444, 5149, 12190, 13087, 2349, 9647, 1457, 13498, 5696, 11584, 2115, 8259, 2628, 11482, 3674, 8927, 13409, 10722, 3436, 13677, 3058, 9720, 11385, 2302}","{12674, 3716, 5256, 2831, 143, 10001, 2715, 12444, 5149, 12190, 13087, 2349, 9647, 1457, 13498, 5696, 11584, 12098, 2115, 8259, 2628, 2896, 11482, 3674, 8927, 13409, 10722, 3436, 13677, 3058, 9720, 11385, 2302}"
X2b3,{'2031'},"{2514, 12911}","{2514, 1852, 217, 8508, 1709, 13102, 12911}"
X2b4,{'4070'},"{8419, 11140, 38, 4185, 7947, 13213}","{8419, 11140, 38, 4185, 7947, 13213}"
X2b6,{'4068'},"{4000, 4073, 453}","{4000, 4073, 453}"
X2ba,{'12106'},"{792, 4075, 10708, 1118}","{792, 4075, 10708, 1118}"
X2bb,{'11654'},{3797},{3797}
X2bd,{'10269'},"{9520, 8569}","{9520, 8569}"
X2bf,{'5239'},{2676},{2676}
X2c1,{'11304'},"{2368, 1601, 2611, 2328, 2427}","{2368, 1601, 2611, 2328, 2427}"
X2c3,{'8023'},"{13409, 3716, 391, 13677, 13525, 3674, 1621, 1366, 13498, 2302, 8927}","{13409, 3716, 391, 13677, 13525, 3674, 1621, 1366, 13498, 2302, 8927}"
X2c4,{'10047'},{38},"{6098, 14339, 38, 2999, 4632, 7736, 60}"
X2c6,{'8365'},{2905},"{5696, 11584, 12674, 2628, 5893, 7, 11336, 2953, 12235, 8269, 2831, 2200, 2905, 11482, 2715, 12444, 12190, 13087, 8224, 8226, 9647, 8113, 3058, 9720, 11385, 2878}"
X2c8,{'11277'},"{5893, 11436, 2896, 5139, 11157, 8927}","{5696, 11584, 12674, 3716, 5893, 2628, 7, 11336, 2953, 12235, 2831, 2896, 5139, 11157, 11482, 2715, 12444, 3674, 12190, 13087, 8927, 11436, 9647, 3058, 9720, 11385, 2878}"
X2c9,{'1885'},{878},"{1980, 878}"
X2ca,{'1882'},"{2417, 13846}","{2417, 13846}"
X2cb,{'9959'},{4659},{4659}
X2cc,{'11562'},"{3182, 3238, 4718}","{3238, 4718, 428, 3182, 3167}"
X2cd,{'11586'},"{6098, 277, 3238, 3182, 4718}","{6098, 277, 3238, 3182, 4718}"
X2ce,{'3882'},"{9723, 2428, 2821, 1622}","{9723, 2428, 2821, 1622}"
X2cf,{'6744'},{4633},{4633}
X2d1,"{'10734', '7826'}",{7680},"{7680, 12674, 3716, 7, 5256, 2953, 2831, 10001, 5139, 11157, 2200, 2715, 1820, 5149, 12190, 12444, 13087, 8224, 8226, 2349, 13102, 9647, 12210, 13498, 14780, 2878, 5696, 11584, 12098, 8259, 2115, 2628, 11336, 12235, 8269, 2896, 1490, 13525, 2905, 11482, 3674, 8925, 8927, 13409, 10722, 3436, 10221, 13677, 13040, 13552, 3058, 9720, 11385}"
X2d2,{'11266'},"{3716, 5893, 11436, 2896, 8113, 12210, 5139, 14780, 11157, 3674, 2715, 8508}","{12674, 3716, 5893, 7, 2953, 2831, 5139, 11157, 2200, 2715, 12444, 13087, 8224, 11436, 9647, 8113, 12210, 14780, 8508, 2878, 5696, 11584, 2628, 11336, 12235, 2896, 5721, 11482, 3674, 3058, 9720, 11385}"
X2d4,{'9676'},{7771},"{7771, 4487}"
X2d7,{'11589'},"{6872, 241}","{6872, 241}"
X2d9,{'5363'},"{145, 3348, 2701, 2823, 3402, 4748, 2925}","{145, 3348, 2701, 2823, 3402, 4748, 2925}"
X2db,{'11618'},"{13040, 1490, 2115}","{12674, 3716, 5893, 7, 2953, 2831, 10001, 11157, 2200, 2715, 1820, 12444, 12190, 13087, 8224, 8226, 9647, 8113, 13498, 14780, 2878, 5696, 11584, 12098, 2115, 2628, 11336, 12235, 8269, 2896, 1490, 13525, 5721, 11482, 3674, 8927, 13409, 13677, 13040, 3058, 9720, 11385}"
X2dc,{'10225'},"{5696, 11584, 12674, 2628, 5893, 11336, 2953, 12235, 2829, 8269, 2831, 5139, 2200, 2905, 11482, 2715, 12444, 5721, 12190, 13087, 8224, 8925, 8226, 1892, 1598, 8113, 3058, 11385, 507, 2878}","{5696, 11584, 12674, 2628, 5893, 11336, 2953, 12235, 2829, 8269, 2831, 5139, 2200, 2905, 11482, 2715, 12444, 5721, 12190, 13087, 8224, 8925, 8226, 1892, 1598, 8113, 3058, 11385, 507, 2878}"
X2dd,{'10230'},"{12674, 5893, 2953, 2829, 2831, 145, 5139, 2200, 2715, 12444, 12190, 13087, 8224, 8226, 5676, 13102, 9647, 8113, 12210, 2878, 1598, 5696, 11584, 2628, 11336, 12235, 8269, 2905, 11482, 5721, 8925, 1892, 3058, 9720, 11385}","{12674, 5893, 2953, 2829, 2831, 145, 5139, 2200, 2715, 12444, 12190, 13087, 8224, 8226, 5676, 13102, 9647, 8113, 12210, 2878, 1598, 5696, 11584, 2628, 11336, 12235, 8269, 2905, 11482, 5721, 8925, 1892, 3058, 9720, 11385}"
X2df,{'5923'},"{1490, 5139}","{1319, 10221, 13040, 13552, 1490, 5139, 371, 1468, 1820}"
X2e0,{'10498'},"{5696, 11584, 12674, 448, 3716, 2115, 8259, 2628, 1035, 2831, 10001, 5139, 1107, 11482, 2715, 12444, 5149, 12190, 13087, 3674, 8927, 13409, 3436, 2349, 13677, 9647, 3058, 9720, 11385, 13498, 2302}","{5696, 11584, 12674, 448, 3716, 2115, 8259, 2628, 1035, 2831, 10001, 5139, 1107, 11482, 2715, 12444, 5149, 12190, 13087, 3674, 8927, 13409, 3436, 2349, 13677, 9647, 3058, 9720, 11385, 13498, 2302}"
X2e2,{'4946'},"{13040, 1490}","{3716, 1468, 13040, 10001, 1490, 2896, 498, 11157, 3674, 1820, 8927}"
X2e3,{'4961'},"{10001, 10578, 9931}","{10001, 12098, 10578, 10356, 9931, 143}"
X2e4,{'4026'},"{1186, 1549, 1222}","{1186, 1549, 1222}"
X2e5,{'11594'},{4596},"{153, 4596, 2277, 1175}"
X2e6,{'8027'},"{13409, 3716, 3595, 13677, 1490, 498, 13525, 3674, 1621, 13498, 1468, 8927}","{13409, 3716, 3595, 13677, 1490, 498, 13525, 3674, 1621, 13498, 1468, 8927}"
X2e7,{'5394'},"{12674, 3716, 5893, 2831, 143, 10001, 5139, 2715, 12444, 5149, 12190, 13087, 8224, 9647, 13498, 5696, 11584, 12098, 2115, 8259, 2628, 8269, 11482, 3674, 8925, 8927, 13409, 10221, 13677, 3058, 9720, 11385, 2302}","{12674, 3716, 5893, 2831, 143, 10001, 5139, 2715, 12444, 5149, 12190, 13087, 8224, 9647, 13498, 5696, 11584, 12098, 2115, 8259, 2628, 8269, 11482, 3674, 8925, 8927, 13409, 10221, 13677, 3058, 9720, 11385, 2302}"
X2e8,{'8020'},"{13409, 12098, 3716, 3595, 13677, 143, 10001, 1490, 13525, 3674, 1621, 13498, 8927}","{13409, 12098, 3716, 3595, 13677, 143, 10001, 1490, 13525, 3674, 1621, 13498, 8927}"
X2e9,"{'6556', '6554'}","{2474, 2611, 3436}","{2474, 2611, 3436}"
X2ea,{'6599'},{1650},"{1650, 2611, 1621, 1366, 5256, 1322, 3436}"
X2eb,"{'9812', '9809', '9793'}","{454, 2093, 1725, 1550}","{454, 2093, 1725, 1550}"
X2ec,{'6667'},"{7680, 12674, 5256, 2829, 13040, 1490, 5139, 11385, 1468, 12190}","{7680, 5696, 12674, 11584, 3716, 12098, 2628, 5256, 2829, 2831, 143, 10001, 2896, 5139, 1490, 11482, 2715, 12444, 1820, 5149, 12190, 13087, 3674, 8927, 3436, 10221, 13040, 13552, 3058, 11385, 1468}"
X2ed,"{'10544', '10543', '10475', '10474'}","{7680, 12674, 3716, 5256, 2831, 143, 10001, 5139, 2715, 12444, 1820, 5149, 12190, 13087, 8224, 2349, 9647, 1457, 13498, 1468, 5696, 11584, 12098, 2115, 8259, 2628, 8269, 2896, 1490, 11482, 3674, 8925, 8927, 13409, 10722, 3436, 10221, 13677, 13040, 13552, 3058, 9720, 11385}","{7680, 12674, 3716, 5256, 2831, 143, 10001, 5139, 2715, 12444, 1820, 5149, 12190, 13087, 8224, 2349, 9647, 1457, 13498, 1468, 5696, 11584, 12098, 2115, 8259, 2628, 8269, 2896, 1490, 11482, 3674, 8925, 8927, 13409, 10722, 3436, 10221, 13677, 13040, 13552, 3058, 9720, 11385}"
X2ee,{'8992'},{3258},{3258}
X2ef,"{'1296', '1304'}","{4691, 38}","{4691, 60, 38}"
X2f1,{'1638'},{10050},{10050}
X2f2,{'11902'},"{4332, 6959, 12373, 3863, 8253}","{4129, 2017, 4332, 6959, 1469, 4189, 12373, 3863, 3866, 8253, 7871}"
X2f4,{'634'},"{12826, 2338}","{12826, 2338}"
X2f7,{'6324'},"{586, 1212}","{586, 1212}"
X2f9,{'3494'},{11811},"{416, 13473, 11811, 13496, 3004, 4750}"
X2fa,{'4465'},"{8419, 2502, 7947, 1517, 9912, 9583, 80, 13213, 7736, 9723, 1725, 13496}","{8419, 2502, 7947, 1517, 9912, 9583, 80, 13213, 7736, 9723, 1725, 13496}"
X2fe,{'10286'},"{5721, 8113, 2829, 13677}","{12674, 5893, 7, 2953, 2829, 2831, 5139, 2200, 2715, 12444, 1820, 12190, 13087, 8224, 8226, 9647, 8113, 13498, 2878, 5696, 11584, 12098, 2628, 11336, 12235, 2905, 11482, 5721, 8925, 8927, 13677, 3058, 11385}"
X2ff,{'3534'},"{4460, 4758}","{4460, 4758}"
X302,{'9899'},"{7736, 4185, 4691, 38}","{7736, 4185, 4691, 38}"
X303,{'9902'},"{4632, 4667, 4623}","{4632, 4667, 4623}"
X304,{'8133'},"{8507, 9267, 2701}","{2823, 4298, 3402, 2925, 2701, 9647, 145, 7986, 9267, 8276, 9720, 8507}"
X305,"{'9875', '9872', '9859'}","{4708, 233, 4664, 7660, 1424, 1973, 9912, 9723}","{4708, 233, 4664, 7660, 1424, 1973, 9912, 9723}"
X306,{'8142'},"{2939, 2878}","{2939, 2878}"
X308,"{'11623', '10930', '10929'}","{5174, 5873, 7908, 6838}","{13552, 5873, 1042, 7908, 6838, 5174}"
X30a,{'6292'},"{6122, 2531, 4372, 7871}","{6122, 2531, 4372, 7871}"
X30c,{'5255'},"{12098, 3716, 143, 2896, 10001, 1490, 11157, 13525, 3674, 1820, 8927, 13409, 13677, 13040, 13498, 1468}","{12098, 3716, 143, 2896, 10001, 1490, 11157, 13525, 3674, 1820, 8927, 13409, 13677, 13040, 13498, 1468}"
X30d,"{'5479', '6743'}",{9583},"{290, 8419, 7947, 9583, 7730, 4157, 3704, 13213}"
X30e,{'9656'},{13496},"{13213, 254, 9912, 1725, 13496}"
X310,{'11339'},{1493},"{2690, 4358, 2124, 1452, 6959, 3795, 1493, 3862, 2362}"
X311,{'4984'},"{12098, 3716, 143, 2896, 10001, 11157, 13525, 3674, 1820, 8927, 13409, 13677, 8815, 13040, 13498, 1468}","{12098, 3716, 143, 2896, 10001, 11157, 13525, 3674, 1820, 8927, 13409, 13677, 8815, 13040, 13498, 1468}"
X316,"{'4592', '4574'}","{8419, 9583}","{8419, 2502, 472, 7947, 9912, 9583, 13213, 2286, 656, 7736, 1725, 191}"
X31a,{'4069'},"{4073, 6098}","{8419, 420, 11140, 4073, 7947, 1517, 10637, 9583, 80, 78, 6098, 10551, 7736, 13213}"
X31b,{'9901'},"{7947, 8419, 13213, 9583}","{656, 8419, 383, 7947, 1517, 13213, 9583}"
X321,{'11438'},{4691},"{2446, 2286, 4530, 4691, 3606, 118, 7736, 2523, 831}"
X322,{'9113'},"{10842, 2950, 4922, 14542}","{10842, 2950, 4922, 14542}"
X323,{'9094'},"{5844, 1558, 14271, 1917, 943}","{5844, 1558, 14271, 1917, 943}"
X324,{'10380'},"{7650, 4877}","{7650, 4877}"
X325,{'1307'},"{1682, 1906}","{1682, 1906}"
X32b,"{'9125', '9092', '9075', '9097', '9111', '869', '9110', '9108', '9083'}",{5954},"{5954, 405}"
X32c,{'9085'},"{1917, 5844, 1558, 2237, 943}","{1917, 5844, 1558, 2237, 943}"
X32d,{'4221'},{1443},"{1443, 3167}"
X32e,{'8806'},"{202, 3179, 908}","{202, 3179, 908}"
X32f,"{'3295', '315', '3296'}","{2328, 2427, 1932}","{2328, 2427, 1932}"
X330,{'4309'},"{8370, 444}","{8370, 444}"
X332,{'6323'},"{4722, 13612, 4319, 7551}","{4722, 13612, 4319, 7551}"
X335,{'8804'},{3298},{3298}
X336,{'2599'},"{440, 2843}","{440, 2843, 3335}"
X338,{'4467'},"{4632, 2748}","{4632, 2748}"
