Node,Mutants,Unique Tests,Tests
X1b4,{'15951'},"{2465, 2821, 741, 2922, 2942}","{2465, 2821, 741, 2922, 2942}"
X1b7,{'5419'},"{506, 3069, 854, 542}","{3072, 835, 966, 905, 1037, 3152, 3069, 851, 982, 854, 922, 1307, 730, 2779, 542, 2719, 799, 800, 803, 995, 483, 2983, 2665, 555, 2667, 506, 2867, 1015, 570, 2874, 1021}"
X1b9,{'13411'},"{2331, 3150, 3151}","{2331, 3150, 3151}"
X1bc,{'20248'},"{1507, 1557, 1519}","{1507, 1557, 1519}"
X1c4,"{'16764', '16912'}",{821},{821}
X1c5,"{'18968', '19202'}","{640, 1325, 583}","{640, 1325, 583}"
X1cd,{'6944'},"{3072, 769, 770, 2179, 3078, 510, 905, 1037, 1021, 3090, 657, 922, 540, 542, 2719, 799, 800, 545, 803, 417, 2854, 2983, 679, 683, 818, 2867, 2104, 835, 966, 967, 1608, 583, 586, 458, 3152, 851, 2644, 981, 982, 854, 2784, 995, 483, 612, 998, 2665, 1002, 2667, 620, 621, 750, 1010, 1015, 3069, 766, 639}","{3072, 769, 770, 2179, 3078, 510, 905, 1037, 1021, 3090, 657, 922, 540, 542, 2719, 799, 800, 545, 803, 417, 2854, 2983, 679, 683, 818, 2867, 2104, 835, 966, 967, 1608, 583, 586, 458, 3152, 851, 2644, 981, 982, 854, 2784, 995, 483, 612, 998, 2665, 1002, 2667, 620, 621, 750, 1010, 1015, 3069, 766, 639}"
X1d2,{'3663'},"{1608, 1507, 868, 1557}","{1608, 1507, 868, 1557}"
X1e3,{'18517'},{3079},"{1590, 3079}"
X1e4,{'5402'},"{2529, 412, 893, 607}","{2529, 412, 893, 607}"
X1ea,"{'1842', '2552', '2553'}",{3020},"{837, 3078, 1608, 3020, 718, 1010, 3090, 2644}"
X1f2,"{'347', '1430', '17711', '21906', '6860'}","{3072, 769, 770, 2179, 3078, 510, 905, 1037, 1021, 3090, 657, 922, 540, 542, 799, 2719, 800, 545, 803, 2854, 2983, 679, 807, 683, 557, 818, 2867, 2104, 835, 837, 966, 967, 1608, 583, 458, 586, 3020, 3152, 851, 2644, 981, 982, 854, 2784, 864, 995, 483, 612, 998, 2665, 1002, 2667, 620, 621, 750, 1010, 2806, 1015, 3069, 766, 639}","{3072, 769, 770, 2179, 3078, 510, 905, 1037, 1021, 3090, 657, 922, 540, 542, 799, 2719, 800, 545, 803, 2854, 2983, 679, 807, 683, 557, 818, 2867, 2104, 835, 837, 966, 967, 1608, 583, 458, 586, 3020, 3152, 851, 2644, 981, 982, 854, 2784, 864, 995, 483, 612, 998, 2665, 1002, 2667, 620, 621, 750, 1010, 2806, 1015, 3069, 766, 639}"
X1f3,{'16325'},"{3072, 769, 770, 2179, 3078, 510, 905, 1037, 1021, 3090, 657, 792, 922, 540, 542, 799, 2719, 800, 545, 803, 2854, 2983, 679, 807, 683, 557, 818, 2867, 2104, 835, 837, 966, 967, 583, 458, 586, 3020, 3152, 851, 2644, 981, 982, 854, 2784, 864, 995, 483, 612, 998, 2665, 1002, 2667, 620, 621, 750, 1010, 2806, 1015, 3069, 766, 639}","{3072, 769, 770, 2179, 3078, 510, 905, 1037, 1021, 3090, 657, 792, 922, 540, 542, 799, 2719, 800, 545, 803, 2854, 2983, 679, 807, 683, 557, 818, 2867, 2104, 835, 837, 966, 967, 583, 458, 586, 3020, 3152, 851, 2644, 981, 982, 854, 2784, 864, 995, 483, 612, 998, 2665, 1002, 2667, 620, 621, 750, 1010, 2806, 1015, 3069, 766, 639}"
X1f8,{'11371'},{2854},"{2179, 2854, 998, 1002, 522, 2104, 766, 2719}"
X1f9,"{'17311', '17310', '17312'}","{3154, 859}","{3154, 859}"
X200,"{'3920', '3919'}","{683, 1325, 657, 2806, 639}","{3072, 583, 586, 458, 657, 854, 540, 542, 2784, 483, 612, 2983, 683, 620, 1325, 621, 2806, 3069, 639}"
X204,{'10825'},{818},"{769, 770, 835, 521, 586, 3152, 851, 854, 540, 542, 799, 803, 995, 483, 612, 1002, 750, 687, 818, 2867}"
X206,"{'21180', '19057', '19107'}","{1514, 2767}","{1514, 2767}"
X20c,{'15492'},{737},{737}
X215,{'6830'},"{2724, 2665, 2667, 1681, 2643, 2651, 1596, 1022}","{2724, 2665, 2667, 1681, 2643, 2651, 1596, 1022}"
X216,{'15373'},"{800, 548, 679, 522, 2667, 1037, 2867, 982}","{800, 548, 679, 522, 2667, 1037, 2638, 2867, 982}"
X218,"{'17107', '17110'}",{698},"{3072, 769, 770, 2179, 657, 1045, 792, 794, 540, 542, 545, 803, 2983, 807, 683, 1325, 557, 818, 698, 835, 1608, 586, 3152, 981, 598, 864, 993, 609, 995, 483, 612, 2665, 1002, 2667, 620, 621, 750, 623, 754, 759, 1021, 766, 639}"
X21a,{'3453'},"{698, 794}","{835, 520, 1608, 3152, 657, 598, 792, 794, 540, 542, 864, 993, 803, 483, 612, 807, 1002, 683, 620, 621, 623, 698, 639}"
X236,{'20837'},"{3002, 1596, 1022, 2983}","{3002, 1596, 1022, 2983}"
X239,"{'3590', '3591', '3589', '3592'}","{632, 2171, 2179, 766}","{632, 2171, 2179, 766}"
X23d,{'18385'},"{1514, 1596, 1550}","{1514, 1596, 1550}"
X23f,{'1761'},{623},"{3072, 770, 1681, 657, 1045, 792, 540, 542, 545, 803, 2983, 807, 683, 1325, 557, 818, 3002, 1596, 835, 586, 3152, 2643, 981, 598, 993, 995, 483, 612, 2665, 1002, 2667, 620, 621, 750, 623, 754, 1655, 1021, 639}"
X240,"{'14107', '14109', '14106', '19458', '14108', '14111'}",{993},"{3152, 993, 995, 853, 981, 859}"
X243,{'1826'},"{769, 835, 2179, 995, 981, 1655, 1002}","{769, 835, 2179, 995, 981, 1655, 1002}"
X244,{'15510'},{2751},"{2724, 2665, 2667, 2859, 2623, 2643, 2651, 2751}"
X245,{'20827'},"{2643, 1028, 2969, 2873, 1514, 2667}","{2643, 1028, 2969, 2873, 1514, 2667}"
X246,{'3434'},"{770, 586, 657, 853, 598, 792, 540, 542, 545, 993, 803, 995, 483, 612, 807, 683, 620, 621, 623, 818, 639}","{770, 586, 657, 853, 598, 792, 540, 542, 545, 993, 803, 995, 483, 612, 807, 683, 620, 621, 623, 818, 639}"
X247,{'11053'},{1560},"{1560, 1568}"
X249,{'3088'},"{920, 1325, 967}","{920, 1325, 967}"
X24a,{'20359'},"{2969, 2751}","{3072, 1026, 2724, 1542, 1514, 2667, 2992, 2643, 1427, 2969, 3002, 1596, 2751}"
X24e,{'20742'},"{993, 609, 995, 520, 620, 623, 657, 853, 598, 698, 540}","{993, 609, 995, 483, 520, 620, 623, 657, 853, 598, 759, 698, 540}"
X24f,"{'19472', '19060'}",{2767},"{3072, 2665, 2859, 2767, 3002, 2651, 1022, 2751}"
X251,"{'20537', '10417'}",{2787},{2787}
X253,"{'20558', '19445'}",{1325},"{458, 1325, 3023}"
X255,{'20559'},{3028},{3028}
X25d,{'5636'},{3002},"{3002, 1030}"
X25e,"{'19144', '11463', '2898', '20303', '20258', '19681', '21043', '21045', '21047', '21046', '21044', '7332', '20983', '11465', '17541', '16246', '11978', '20307', '15565'}","{3072, 1681, 1576, 1514, 1596}","{3072, 1681, 1576, 1514, 1596}"
X262,{'12001'},"{698, 794, 1655}","{520, 657, 598, 792, 794, 540, 542, 993, 803, 483, 612, 807, 1002, 683, 620, 621, 623, 1655, 698, 639}"
X263,"{'695', '11998', '11057'}",{1655},"{1002, 850, 1655}"
X264,"{'19025', '13836', '19023', '19021', '19024', '19020', '19022'}",{2194},{2194}
X265,"{'19448', '19449'}","{689, 610, 742, 763, 1325, 3023}","{689, 610, 742, 763, 1325, 3023}"
X266,"{'19452', '19444'}","{481, 3021, 591}","{481, 3021, 591}"
X269,{'19447'},"{763, 628, 1325, 3023}","{763, 628, 1325, 3023}"
X26b,{'2456'},"{1035, 1325}","{1035, 1325}"
X270,"{'18196', '18192', '21310'}","{2651, 1023}","{1681, 2724, 2651, 1019, 1468, 1596, 1023}"
X271,{'21580'},"{993, 683, 620, 621, 623, 657, 853, 598, 759, 794, 639}","{993, 995, 586, 683, 620, 621, 623, 657, 853, 598, 759, 794, 540, 639}"
X272,"{'13977', '13973', '13978', '13976', '13974', '10781', '13492', '10777', '13975'}","{1514, 1596}","{1514, 1596, 1590}"
X273,"{'3319', '17209', '17211', '3318', '17214', '17212', '3320', '3316', '3317', '17213', '3315', '17210'}","{1321, 994, 1325, 986}","{1321, 994, 1325, 986}"
X275,{'7015'},"{946, 1323, 918}","{946, 1323, 918}"
X277,"{'20990', '19474'}",{1425},"{1681, 1425, 1019, 1468}"
X278,{'19618'},"{657, 623, 853, 807}","{770, 520, 657, 853, 792, 540, 542, 545, 483, 807, 683, 620, 623, 818, 759, 639}"
X27c,{'19041'},{3049},"{1425, 1576, 3049, 1018, 2767}"
X27d,"{'14381', '14606'}",{2793},"{1321, 986, 994, 2793}"
X280,{'7841'},{418},{418}
X281,"{'15176', '19396', '16722', '19397', '18925', '16721'}","{2217, 2198}","{2217, 2198}"
X282,"{'18595', '2865', '18418', '18594', '18419', '16620', '18224', '18592', '5176', '5178', '5426', '2869', '2866', '18588', '18423', '18590', '18591', '16883', '2864', '2868', '16887', '18593', '2867', '5177', '18424'}",{1722},{1722}
