Node,Mutants,Unique Tests,Tests
X385,"{'9683', '9682'}","{1795, 4796, 10733, 2574, 242, 34004, 29628}","{994, 1795, 4796, 10733, 2574, 242, 34004, 29628}"
X387,{'54830'},"{13075, 12897, 13114, 22339}","{13075, 12897, 13114, 22339}"
X38c,{'50129'},{34683},{34683}
X38d,{'49146'},"{312, 14125, 11335, 8869}","{312, 14125, 11335, 8869}"
X38e,{'6425'},"{5218, 422, 7144, 1774, 3413, 6934, 9398, 5758}","{31234, 2, 28550, 29958, 29576, 19086, 6934, 4766, 4770, 33955, 676, 422, 21416, 38953, 5801, 6315, 29230, 17326, 25521, 34612, 8500, 9398, 36665, 38458, 4676, 39493, 5703, 2892, 2256, 34004, 3413, 1628, 4706, 5218, 8546, 7144, 4329, 1774, 5875, 41845, 29433, 5758}"
X390,"{'4394', '4391', '3139', '3135', '3137', '40540'}",{36728},{36728}
X392,{'55006'},"{17261, 15996, 25669, 17167}","{17261, 15996, 25669, 17167}"
X393,{'34294'},"{15401, 16092}","{15401, 16092}"
X394,"{'54633', '54632'}","{14883, 14878, 15902, 25357, 15087, 14805, 16028, 16030}","{14883, 14878, 15902, 25357, 15087, 14805, 16028, 16030}"
X395,{'45950'},{29433},"{16718, 34004, 29576, 29433, 17326, 16543}"
X396,"{'24659', '24657'}","{16868, 29030, 29064, 25804, 16718, 29265, 16721, 34004, 29628}","{16868, 29030, 29064, 25804, 16718, 29265, 16721, 34004, 29628}"
X397,{'41611'},{29335},"{33955, 27427, 29286, 29576, 29032, 29230, 26574, 28850, 28947, 34004, 34612, 29335, 29433, 28925}"
X398,{'12429'},{36414},{36414}
X3a1,{'7896'},"{25357, 23317, 16149, 9882, 35867, 30237, 9374, 13727, 23200, 4766, 17703, 5929, 25645, 31152, 30769, 11572, 16822, 9402, 38458, 10172, 15038, 19392, 11713, 22339, 23238, 16842, 9420, 3413, 8152, 2533, 7144, 20970, 22647, 23294}","{40322, 15628, 25357, 1423, 23317, 16149, 39834, 35867, 9882, 30237, 9374, 13727, 23200, 4766, 17703, 5929, 25645, 31152, 30769, 11572, 16822, 9402, 38458, 10172, 15038, 6847, 19392, 11713, 2114, 22339, 23238, 16842, 9420, 8661, 3413, 8152, 31451, 2533, 7144, 7913, 20970, 16115, 22647, 23294}"
X3a2,{'4344'},"{29433, 26265}","{1, 31234, 2, 29958, 15628, 25357, 16149, 23317, 40726, 35867, 3099, 4123, 18204, 12062, 36132, 17703, 38953, 25645, 29230, 30769, 34612, 11572, 8500, 36665, 38458, 5436, 2366, 38208, 18241, 2114, 22339, 4676, 5703, 2892, 35665, 87, 1628, 9821, 4706, 8546, 30820, 29797, 41845, 22647, 40322, 28550, 14215, 29576, 41866, 25489, 26265, 9374, 4766, 23200, 13727, 4770, 33955, 676, 21416, 5801, 6315, 17326, 31152, 2483, 16822, 9402, 10172, 22461, 15038, 6847, 2494, 19392, 16068, 198, 23238, 24777, 16842, 9420, 34004, 8152, 472, 31451, 18395, 18399, 41957, 2533, 7913, 4329, 20970, 28397, 16115, 5875, 32755, 1012, 3831, 31992, 29433, 36603, 23294}"
X3a4,"{'30418', '30416', '30419', '30417'}","{32546, 11362, 4004, 13930, 48, 6418, 22484, 6292, 4727, 698, 7901}","{32546, 11362, 4004, 13930, 48, 6418, 22484, 6292, 4727, 698, 7901}"
X3ac,"{'3802', '3801'}","{17794, 33955, 29576, 29230, 19086, 17359, 17074, 34004, 34612, 29433}","{17794, 33955, 29576, 29230, 19086, 17359, 17074, 34004, 34612, 29433}"
X3ad,{'8340'},"{33955, 16868, 29576, 17326, 29230, 16655, 34612, 16726}","{33955, 16868, 29576, 17326, 29230, 16655, 34612, 16726}"
X3ae,"{'10654', '53208', '574', '10655'}",{16822},"{18241, 994, 1795, 10733, 2574, 5135, 34004, 16822, 36665, 18395}"
X3af,"{'28270', '28269', '28271', '28272', '28268', '28267'}","{9377, 12418, 11170, 35465, 11858, 32085, 13559, 17276}","{9377, 12418, 11170, 35465, 11858, 32085, 13559, 17276}"
X3b0,"{'13693', '44267', '13694', '8035'}","{8352, 1219, 20072, 9394, 11858, 19796, 26965, 5844, 11738, 11518}","{8352, 1219, 20072, 9394, 11858, 19796, 26965, 5844, 11738, 11518}"
X3b2,{'2650'},"{4123, 5436, 2494}","{1, 31234, 2, 29958, 12297, 15628, 25357, 16149, 23317, 35867, 3099, 4123, 18204, 12062, 32546, 17703, 38953, 25645, 29230, 14125, 30769, 34612, 11572, 8500, 36665, 38458, 21563, 5436, 2366, 38208, 18241, 2114, 22339, 4676, 5703, 20555, 2892, 35665, 4180, 32085, 87, 1628, 9821, 4706, 30820, 29797, 22129, 41845, 22647, 40322, 14215, 29576, 41866, 25489, 9374, 4766, 23200, 13727, 4770, 33955, 676, 21416, 5801, 21417, 6315, 17326, 31152, 2483, 16822, 10172, 15038, 6847, 2494, 19392, 198, 23238, 24777, 16842, 9420, 34004, 8152, 472, 31451, 18395, 18399, 41957, 2533, 7913, 4329, 20970, 28397, 16115, 5875, 32755, 1012, 3831, 31992, 23294}"
X3b5,"{'774', '18205', '18341', '7258', '12952'}","{1, 31234, 2, 12297, 15628, 25357, 13844, 16149, 23317, 40726, 35867, 3099, 4123, 18204, 12062, 32546, 36132, 17703, 38953, 25645, 29230, 14125, 30769, 34612, 11572, 8500, 36665, 38458, 21563, 5436, 2366, 38208, 18241, 2114, 22339, 4676, 5703, 20555, 2892, 35665, 11858, 4180, 19796, 26965, 87, 32085, 1628, 4706, 30820, 29797, 20072, 13930, 1386, 22129, 41845, 22647, 17276, 21374, 5248, 40322, 14215, 29576, 35465, 41866, 25489, 26270, 9374, 8352, 23200, 4766, 33955, 676, 4770, 13727, 21416, 5801, 21417, 6315, 14508, 17326, 26288, 29872, 9394, 31152, 2483, 16822, 10172, 15038, 6847, 19392, 16068, 198, 23238, 32248, 24777, 16842, 9420, 2512, 33492, 34004, 22484, 8152, 472, 31451, 18395, 18399, 41957, 2533, 7913, 4329, 20970, 28397, 7919, 16115, 5875, 32755, 1012, 3831, 31992, 36603, 23294}","{1, 31234, 2, 12297, 15628, 25357, 13844, 16149, 23317, 40726, 35867, 3099, 4123, 18204, 12062, 32546, 36132, 17703, 38953, 25645, 29230, 14125, 30769, 34612, 11572, 8500, 36665, 38458, 21563, 5436, 2366, 38208, 18241, 2114, 22339, 4676, 5703, 20555, 2892, 35665, 11858, 4180, 19796, 26965, 87, 32085, 1628, 4706, 30820, 29797, 20072, 13930, 1386, 22129, 41845, 22647, 17276, 21374, 5248, 40322, 14215, 29576, 35465, 41866, 25489, 26270, 9374, 8352, 23200, 4766, 33955, 676, 4770, 13727, 21416, 5801, 21417, 6315, 14508, 17326, 26288, 29872, 9394, 31152, 2483, 16822, 10172, 15038, 6847, 19392, 16068, 198, 23238, 32248, 24777, 16842, 9420, 2512, 33492, 34004, 22484, 8152, 472, 31451, 18395, 18399, 41957, 2533, 7913, 4329, 20970, 28397, 7919, 16115, 5875, 32755, 1012, 3831, 31992, 36603, 23294}"
X3b6,"{'19482', '19475', '19468'}","{658, 2546, 41181, 6998}","{658, 2546, 41181, 6998}"
X3b8,{'26625'},"{35820, 16309}","{35820, 16309}"
X3b9,{'49770'},"{40322, 25357, 1423, 16149, 35867, 9374, 13727, 4766, 17703, 38953, 25645, 25521, 8500, 11572, 16822, 9402, 38458, 10172, 15038, 2494, 38208, 19392, 22339, 198, 23238, 16842, 9420, 8152, 2533, 7913, 20970, 18928, 23294}","{40322, 25357, 1423, 16149, 35867, 9374, 13727, 4766, 17703, 38953, 25645, 25521, 8500, 11572, 16822, 9402, 38458, 10172, 15038, 2494, 38208, 19392, 22339, 198, 23238, 16842, 9420, 8152, 2533, 7913, 20970, 18928, 16115, 23294}"
X3ba,{'13946'},"{4770, 2, 4706, 39493, 5703, 4123, 38953, 4329, 6315, 2892, 25521, 1012, 41845, 3831, 3099, 1628, 2366}","{1, 2, 39493, 5703, 2892, 87, 472, 4123, 3099, 1628, 4446, 4770, 4706, 30820, 38953, 4329, 6315, 25521, 2483, 1012, 41845, 3831, 2366}"
X3bb,{'26440'},{4123},"{38208, 1, 2, 3844, 198, 5703, 2892, 87, 472, 4123, 3099, 1628, 5918, 4446, 4770, 4706, 2661, 38953, 4329, 6315, 25521, 8500, 1012, 41845, 3831, 2366}"
X3bc,{'27988'},"{38208, 11713, 23238, 5929, 16842, 9420, 25645, 18928, 11572, 9882, 8152, 9402, 9374, 5436, 23294, 13727}","{1, 40322, 15628, 25357, 16149, 23317, 9882, 35867, 4123, 9374, 13727, 23200, 6815, 5929, 25645, 31152, 30769, 2483, 11572, 16822, 9402, 10172, 5436, 15038, 6847, 38208, 19392, 11713, 22339, 2114, 23238, 16842, 9420, 8661, 87, 8152, 472, 31451, 30820, 2533, 7913, 20970, 18928, 2930, 16115, 1012, 22647, 23294}"
X3be,{'55259'},"{38642, 20179, 21053, 23415}","{38642, 20179, 21053, 23415}"
X3bf,{'49657'},"{1628, 1414, 6783}","{1628, 1414, 6783}"
X3c1,{'20214'},"{29272, 33900}","{29272, 33900}"
X3c3,{'49819'},{33564},{33564}
X3c4,{'49247'},"{36178, 34903}","{36409, 36178, 36603, 34903}"
X3c5,"{'28240', '28239', '28242', '28241', '5190'}","{35465, 17276}","{10528, 9377, 12418, 35465, 11858, 32085, 13559, 17276}"
X3c9,{'7881'},{5436},"{1, 31234, 2, 29958, 15628, 25357, 16149, 23317, 35867, 3099, 30237, 4123, 17703, 38953, 25645, 30769, 11572, 8500, 38458, 5436, 2366, 38208, 2114, 22339, 4676, 5703, 2892, 35665, 87, 1628, 4706, 8546, 30820, 41845, 22647, 40322, 41866, 9374, 13727, 23200, 4766, 4770, 676, 21416, 5801, 6315, 31152, 25521, 2483, 16822, 9402, 10172, 15038, 2494, 19392, 6847, 198, 23238, 24777, 16842, 9420, 8152, 472, 31451, 41957, 2533, 7913, 20970, 4329, 18928, 16115, 5875, 1012, 3831, 23294}"
X3ca,{'6201'},"{2546, 658, 41957, 6998, 3194}","{2546, 658, 41957, 6998, 3194}"
X3cd,"{'52470', '37606', '37608', '32510', '3166', '32507', '37607'}","{32546, 29797, 14215, 5032, 6217, 9650, 5043, 32085, 31992, 89, 8442}","{32546, 29797, 14215, 5032, 6217, 9650, 5043, 32085, 31992, 89, 8442, 11518}"
X3d1,{'26437'},"{25521, 4123, 2494}","{2366, 1, 2, 38208, 198, 5703, 2892, 87, 472, 3099, 4123, 1628, 4446, 4770, 4706, 30820, 38953, 4329, 6315, 25521, 2354, 2483, 8500, 1012, 41845, 3831, 2494}"
X3d2,{'30005'},"{5664, 9857, 3203, 8035, 3363, 7660}","{5664, 9857, 3203, 8035, 3363, 7660}"
X3d3,{'52819'},"{2929, 6230, 1422, 3246}","{2929, 6230, 1422, 3246}"
X3d8,{'39355'},"{34330, 34174}","{34330, 34174}"
X3de,"{'6194', '46409', '6193', '46410'}","{6328, 4735, 28151, 29871}","{6328, 4735, 28151, 29871}"
X3df,{'28689'},"{38208, 3844, 198, 29958, 38953, 1354, 25521, 2354, 34612, 8500, 16822, 3831, 5436, 1628, 2494}","{38208, 3844, 198, 29958, 38953, 1354, 25521, 2354, 34612, 8500, 16822, 3831, 5436, 1628, 2494}"
X3e0,{'11130'},"{1, 31234, 2, 29958, 14215, 29576, 12297, 3099, 4123, 12062, 4766, 5918, 4770, 33955, 676, 21416, 21417, 38953, 5801, 6315, 14125, 29230, 17326, 34612, 8500, 38458, 21563, 2366, 2494, 38208, 4676, 198, 5703, 24777, 16842, 20555, 2892, 35665, 4180, 34004, 87, 472, 1628, 9821, 4446, 4706, 8546, 2661, 7913, 4329, 745, 28397, 32755, 5875, 41845, 1012, 3831, 31992}","{1, 31234, 2, 29958, 14215, 29576, 12297, 3099, 4123, 12062, 4766, 5918, 4770, 33955, 676, 21416, 21417, 38953, 5801, 6315, 14125, 29230, 17326, 34612, 8500, 38458, 21563, 2366, 2494, 38208, 4676, 198, 5703, 24777, 16842, 20555, 2892, 35665, 4180, 34004, 87, 472, 1628, 9821, 4446, 4706, 8546, 2661, 7913, 4329, 745, 28397, 32755, 5875, 41845, 1012, 3831, 31992}"
X3e2,"{'18075', '1839'}","{8546, 3554, 4645, 5717, 38458, 3659}","{8546, 3554, 4645, 5717, 38458, 3659}"
X3e5,{'10730'},{6222},"{982, 5765, 6222}"
X3e8,{'39335'},"{10416, 8004, 11765, 23238, 7928, 9882, 17517}","{10416, 8004, 11765, 23238, 7928, 9882, 17517}"
X3e9,{'28703'},"{1394, 23803, 16275, 18757}","{1394, 23803, 16275, 18757}"
X3ea,"{'52085', '52086', '59841'}","{19392, 6720, 22339, 4037, 6406, 23238, 16842, 15038, 25357, 9420, 6350, 23294, 8152, 35867, 9374, 13727, 10082, 2982, 17703, 7913, 20970, 16115, 11572, 9402, 10172, 894}","{19392, 6720, 22339, 4037, 6406, 23238, 16842, 15038, 25357, 9420, 6350, 23294, 8152, 35867, 9374, 13727, 10082, 2982, 17703, 7913, 20970, 16115, 11572, 9402, 10172, 894}"
X3ef,"{'31169', '32310'}","{2865, 1107, 5402, 3099, 6876, 6077, 2366}","{6637, 2865, 1107, 3831, 5402, 3099, 6876, 6077, 2366}"
X3f0,{'22624'},"{35148, 12086}","{35148, 12086}"
X3f1,{'8088'},"{1, 31234, 2, 29958, 15628, 25357, 23317, 16149, 40726, 35867, 3099, 30237, 4123, 18204, 36132, 17703, 38953, 25645, 30769, 11572, 8500, 36665, 38458, 5436, 2366, 38208, 18241, 2114, 22339, 4676, 5703, 2892, 14163, 87, 1628, 9821, 4706, 8546, 30820, 41845, 22647, 40322, 41866, 25489, 9374, 4766, 23200, 13727, 4770, 676, 21416, 5801, 6315, 31152, 25521, 2483, 16822, 9402, 10172, 22461, 15038, 6847, 2494, 19392, 11713, 198, 23238, 24777, 16842, 9420, 34004, 8661, 8152, 472, 31451, 18395, 18399, 41957, 2533, 7913, 4329, 20970, 18928, 16115, 5875, 1012, 3831, 36603, 23294}","{1, 31234, 2, 29958, 15628, 25357, 23317, 16149, 40726, 35867, 3099, 30237, 4123, 18204, 36132, 17703, 38953, 25645, 30769, 11572, 8500, 36665, 38458, 5436, 2366, 38208, 18241, 2114, 22339, 4676, 5703, 2892, 14163, 87, 1628, 9821, 4706, 8546, 30820, 41845, 22647, 40322, 41866, 25489, 9374, 4766, 23200, 13727, 4770, 676, 21416, 5801, 6315, 31152, 25521, 2483, 16822, 9402, 10172, 22461, 15038, 6847, 2494, 19392, 11713, 198, 23238, 24777, 16842, 9420, 34004, 8661, 8152, 472, 31451, 18395, 18399, 41957, 2533, 7913, 4329, 20970, 18928, 16115, 5875, 1012, 3831, 36603, 23294}"
X3f7,{'17957'},{28550},"{1219, 28550, 35465, 11858, 19796, 26965, 32085, 40726, 5844, 11738, 8352, 36132, 29797, 9394, 36603, 17276}"
X3f9,{'344'},"{10273, 14623}","{10273, 14623}"
X3fa,{'5783'},{29295},"{28958, 29295}"
X3fd,{'26446'},"{16033, 16227, 15428, 15957, 24166, 15755}","{16033, 16227, 15428, 15957, 24166, 15755}"
X401,{'14250'},"{35665, 25330, 20317, 4117}","{31234, 4676, 29958, 3655, 21068, 35665, 4117, 1820, 20317, 8546, 676, 21416, 5801, 1774, 25330, 5875, 9398}"
X402,{'52951'},"{11713, 23532, 18928, 39834, 22461, 2494}","{1, 31234, 2, 29958, 15628, 25357, 23317, 16149, 40726, 35867, 3099, 30237, 4123, 18204, 36132, 17703, 38953, 25645, 30769, 11572, 8500, 36665, 38458, 2366, 18241, 2114, 22339, 4676, 39493, 5703, 2892, 87, 1628, 4706, 8546, 30820, 41845, 22647, 40322, 41866, 25489, 39834, 9374, 4766, 23200, 13727, 4770, 676, 21416, 5801, 6315, 31152, 25521, 2483, 16822, 9402, 10172, 22461, 15038, 6847, 2494, 19392, 11713, 198, 23238, 16842, 9420, 34004, 8661, 8152, 472, 31451, 18395, 41957, 2533, 7913, 4329, 20970, 23532, 18928, 16115, 5875, 1012, 3831, 36603, 23294}"
X407,{'47684'},"{9882, 39834}","{1, 31234, 2, 29958, 15628, 25357, 16149, 23317, 4123, 35867, 30237, 3099, 12062, 17703, 38953, 25645, 30769, 11572, 8500, 38458, 5436, 2366, 38208, 2114, 22339, 4676, 39493, 5703, 2892, 87, 1628, 4706, 8546, 30820, 22129, 41845, 22647, 40322, 41866, 9882, 39834, 9374, 4766, 23200, 13727, 4770, 676, 21416, 5801, 6315, 31152, 25521, 2483, 16822, 9402, 10172, 15038, 6847, 2494, 19392, 11713, 198, 23238, 24777, 16842, 9420, 8661, 8152, 472, 31451, 41957, 2533, 7913, 4329, 20970, 18928, 16115, 5875, 1012, 3831, 23294}"
X40a,{'39356'},"{5877, 11157, 18009, 34330, 14715}","{5877, 11157, 18009, 34330, 14715}"
X40c,{'34615'},"{3969, 743, 6457, 6458, 31244}","{3969, 743, 6457, 6458, 31244}"
X40f,{'4037'},"{2353, 22339}","{1, 22339, 4123, 7913, 15628, 2353, 2483, 1012, 472, 35867, 4446, 6815}"
X412,{'3671'},"{18888, 4199, 3127}","{18888, 4199, 3127}"
X413,{'29470'},{29491},{29491}
X415,{'54959'},"{22923, 8556}","{22923, 8556}"
X416,"{'34430', '34432', '34429', '34431'}","{12418, 11858, 14069, 13559, 35465, 17276, 8509}","{12418, 11858, 14069, 13559, 35465, 17276, 8509}"
X419,{'1217'},"{3554, 3523, 422, 7144, 38953, 34478, 23803, 25521, 8978, 2195, 4117, 38458, 36603}","{3554, 3523, 422, 7144, 38953, 34478, 23803, 25521, 8978, 2195, 4117, 38458, 36603}"
X41a,{'56808'},"{31234, 2, 29958, 12297, 3099, 18204, 12062, 32546, 38953, 14125, 29230, 4145, 34612, 8500, 36665, 38458, 21563, 2366, 18241, 4676, 39493, 5703, 20555, 2892, 35665, 4180, 32085, 1628, 9821, 4706, 8546, 29797, 22129, 41845, 5248, 14215, 29576, 41866, 25489, 26265, 4766, 414, 4770, 33955, 676, 21416, 21417, 5801, 6315, 17326, 2494, 31992, 198, 24777, 34004, 18395, 18399, 41957, 4329, 745, 28397, 32755, 5875, 3831, 1784, 29433}","{31234, 2, 29958, 12297, 3099, 18204, 12062, 32546, 38953, 14125, 29230, 4145, 34612, 8500, 36665, 38458, 21563, 2366, 18241, 4676, 39493, 5703, 20555, 2892, 35665, 4180, 32085, 1628, 9821, 4706, 8546, 29797, 22129, 41845, 5248, 14215, 29576, 41866, 25489, 26265, 4766, 414, 4770, 33955, 676, 21416, 21417, 5801, 6315, 17326, 2494, 31992, 198, 24777, 34004, 18395, 18399, 41957, 4329, 745, 28397, 32755, 5875, 3831, 1784, 29433}"
X41b,{'7875'},"{1, 31234, 2, 29958, 15628, 25357, 23317, 16149, 35867, 3099, 30237, 4123, 17703, 38953, 25645, 30769, 11572, 8500, 38458, 5436, 2366, 38208, 2114, 22339, 4676, 39493, 5703, 2892, 35665, 87, 1628, 4706, 8546, 30820, 41845, 22647, 40322, 41866, 9374, 4766, 23200, 13727, 4770, 676, 21416, 5801, 6315, 31152, 25521, 2483, 16822, 9402, 10172, 15038, 6847, 2494, 19392, 11713, 198, 23238, 16842, 9420, 8661, 8152, 472, 31451, 41957, 2533, 7913, 4329, 20970, 23532, 18928, 16115, 5875, 1012, 3831, 23294}","{1, 31234, 2, 29958, 15628, 25357, 23317, 16149, 35867, 3099, 30237, 4123, 17703, 38953, 25645, 30769, 11572, 8500, 38458, 5436, 2366, 38208, 2114, 22339, 4676, 39493, 5703, 2892, 35665, 87, 1628, 4706, 8546, 30820, 41845, 22647, 40322, 41866, 9374, 4766, 23200, 13727, 4770, 676, 21416, 5801, 6315, 31152, 25521, 2483, 16822, 9402, 10172, 15038, 6847, 2494, 19392, 11713, 198, 23238, 16842, 9420, 8661, 8152, 472, 31451, 41957, 2533, 7913, 4329, 20970, 23532, 18928, 16115, 5875, 1012, 3831, 23294}"
X41c,{'25037'},"{34220, 25330, 41235, 4117, 20317}","{31234, 4676, 29958, 3655, 21068, 41235, 4117, 1820, 20317, 8546, 676, 21416, 5801, 34220, 1774, 25330, 5875, 9398}"
X41d,{'41697'},"{2339, 3412, 32085, 32088, 1434, 8442}","{2339, 3412, 32085, 32088, 1434, 8442}"
X41e,{'5068'},"{23200, 22647, 8500, 2533, 23317, 11572, 6602}","{23200, 22647, 8500, 2533, 23317, 11572, 6602}"
X41f,{'5710'},"{36333, 40726, 36383}","{36333, 40726, 36383}"
X422,{'24286'},"{30822, 4646, 1462, 4746, 5275, 6109}","{30822, 4646, 1462, 4746, 5275, 6109}"
X423,{'52009'},"{23532, 5436}","{1, 2, 15628, 25357, 16149, 23317, 35867, 3099, 30237, 4123, 17703, 38953, 25645, 30769, 11572, 8500, 38458, 5436, 2366, 38208, 2114, 22339, 5703, 2892, 87, 1628, 4706, 30820, 41845, 22647, 40322, 9374, 13727, 23200, 4766, 4770, 6315, 31152, 25521, 2483, 16822, 9402, 10172, 15038, 2494, 19392, 6847, 198, 23238, 24777, 16842, 9420, 8661, 8152, 472, 31451, 2533, 7913, 20970, 4329, 23532, 18928, 16115, 1012, 3831, 23294}"
X425,{'38318'},"{3099, 6315, 25521, 1012, 3831, 4123, 5436, 2494}","{2366, 1, 2, 38208, 198, 5703, 2892, 87, 472, 3099, 4123, 1628, 4446, 4770, 4706, 30820, 38953, 4329, 6315, 25521, 2483, 8500, 1012, 41845, 3831, 5436, 2494}"
X426,"{'36753', '36752'}","{31152, 2113, 6049, 30769, 2353, 3465, 5935}","{31152, 2113, 6049, 30769, 2353, 3465, 5935}"
X427,{'27419'},"{36450, 36603, 36229, 36574}","{36450, 36229, 36143, 36368, 36438, 36410, 36603, 36574}"
X428,{'42569'},"{2113, 8546, 5875, 25645}","{1, 31234, 2, 29958, 15628, 25489, 40726, 35867, 9374, 13727, 4766, 4770, 676, 17703, 38953, 25645, 31152, 30769, 2483, 11572, 38458, 10172, 6847, 2113, 22339, 23238, 5703, 16842, 9420, 2892, 87, 8152, 472, 1628, 4706, 8546, 30820, 7913, 20970, 4329, 5875, 41845, 36603, 23294}"
X429,{'10491'},"{15415, 15039}","{15415, 15039}"
X42a,{'41358'},"{31992, 18241, 3, 198, 14215, 24777, 20555, 2252, 25489, 35665, 4180, 18395, 18204, 414, 18399, 21417, 745, 28397, 4145, 22129, 566, 3831, 1784, 36665, 2494}","{31992, 18241, 3, 198, 14215, 24777, 20555, 2252, 25489, 35665, 4180, 18395, 18204, 414, 18399, 21417, 745, 28397, 4145, 22129, 566, 3831, 1784, 36665, 2494}"
X42c,{'1490'},"{3020, 6260, 3293, 38287}","{6260, 987, 3020, 3293, 38287}"
X42f,{'51156'},"{3104, 22339, 11075, 8549, 23238, 17703, 8004, 20970, 9420, 35867, 13727}","{3104, 22339, 11075, 8549, 23238, 17703, 8004, 20970, 9420, 35867, 13727}"
X430,{'12540'},"{7808, 9057, 9402, 7403}","{7808, 9057, 9402, 7403}"
X432,{'27133'},"{36194, 36199, 36327}","{36194, 36327, 36340, 36199}"
X434,{'44999'},"{2972, 38969, 1643, 6124, 6846, 3663}","{2972, 38969, 1643, 6124, 6846, 3663}"
X439,{'47418'},"{29537, 29665, 33955, 29543, 29170, 29814}","{29537, 29665, 33955, 29543, 29842, 29170, 34612, 29814}"
X43a,{'33766'},"{9233, 11348, 8869}","{9233, 11348, 8869}"
X43b,{'54387'},"{41554, 29125, 233, 4889, 4377, 5449, 3454}","{41554, 29125, 233, 4889, 4377, 5449, 3454}"
X43e,{'54751'},{19419},{19419}
X43f,{'55009'},"{18928, 11075, 4309, 23238, 9382, 7417, 9420}","{18928, 11075, 4309, 23238, 9382, 7417, 9420}"
X440,{'53842'},"{36243, 36229}","{36243, 36229}"
X442,{'36100'},"{18241, 18041, 18583, 36665, 18395, 18287}","{18241, 18041, 18583, 36665, 18395, 18287}"
X443,{'3605'},"{31234, 2, 8546, 5703, 5801, 7913, 4329, 2892, 25489, 5875, 8661, 40726}","{1, 31234, 2, 5703, 15628, 2892, 25489, 8661, 40726, 87, 472, 4446, 8546, 30820, 5801, 7913, 4329, 2483, 5875, 36409, 36603}"
X44a,{'1652'},"{11713, 19086, 1012, 29433, 4123, 2494}","{1, 31234, 2, 29958, 15628, 23317, 3099, 4123, 30237, 12062, 38953, 25645, 29230, 30769, 34612, 8500, 38458, 2366, 38208, 2114, 22339, 4676, 5703, 2892, 87, 1628, 4706, 8546, 30820, 41845, 22647, 29576, 19086, 25489, 9374, 13727, 23200, 4766, 4770, 33955, 676, 21416, 5801, 6315, 31152, 25521, 2483, 16822, 9402, 10172, 2494, 6847, 11713, 198, 23238, 16842, 9420, 34004, 8661, 8152, 472, 7913, 20970, 4329, 32755, 5875, 1012, 3831, 29433, 36603, 23294}"
X44b,{'9280'},"{4618, 2291, 3599, 41039}","{4618, 2291, 3599, 41039}"
X44e,"{'35122', '19455'}","{29475, 29246}","{29475, 29246}"
X450,{'22812'},"{14163, 1428, 5637}","{14163, 1428, 5637}"
X455,{'58875'},"{8316, 9722, 10042, 9402, 9626, 10172}","{8316, 9722, 10042, 9402, 9626, 10172}"
X456,"{'54721', '54726', '44232', '54729', '54719'}","{14265, 15826, 14659, 15972}","{14265, 15826, 14659, 15972}"
X457,"{'22778', '42047'}","{4851, 443, 1728, 5111}","{4851, 443, 1728, 5111}"
X458,{'38998'},"{8516, 2667, 41139, 6708, 2771, 307, 313, 3098}","{8516, 2667, 41139, 6708, 2771, 307, 313, 3098}"
X45b,"{'54997', '54998'}","{15345, 19042, 18932}","{15345, 19042, 18932}"
X45c,{'23270'},"{1712, 29872, 5560, 20072, 12300, 13023}","{1712, 29872, 5560, 20072, 12300, 13023}"
X460,"{'59636', '59637'}","{25297, 25242, 24438}","{25297, 25242, 14635, 24438}"
X468,"{'311', '310'}","{3104, 22339, 8004, 23238, 17703, 7913, 20970, 9420, 25357, 11572, 6877, 13727}","{3104, 22339, 8004, 23238, 17703, 7913, 20970, 9420, 25357, 11572, 6877, 13727}"
X469,{'23940'},"{11713, 5929, 23532, 18928, 8661, 9882, 9402}","{40322, 15628, 25357, 23317, 16149, 9882, 35867, 9374, 13727, 23200, 17703, 5929, 25645, 31152, 30769, 2483, 11572, 16822, 9402, 10172, 15038, 6847, 38208, 19392, 11713, 22339, 2114, 23238, 16842, 9420, 8661, 8152, 31451, 30820, 2533, 7913, 20970, 23532, 18928, 16115, 22647, 23294}"
X46a,"{'34697', '11127', '31671'}","{12297, 21563, 14125, 28397}","{3232, 12297, 20555, 14125, 28397, 4180, 21563, 6975}"
X46b,{'14815'},"{4123, 39493}","{38208, 1, 2, 3844, 39493, 5703, 2892, 87, 472, 4123, 3099, 1628, 5918, 4446, 4770, 4706, 2661, 38953, 4329, 6315, 25521, 8500, 1012, 41845, 3831, 2366}"
X46c,"{'320', '319'}","{10595, 23238}","{10601, 9402, 10595, 23238}"
X46f,"{'23068', '53133'}","{5248, 3, 14215, 29576, 12297, 1784, 25489, 18204, 12062, 414, 32546, 33955, 14125, 29230, 17326, 4145, 34612, 566, 36665, 21563, 2494, 18241, 198, 24777, 20555, 2252, 35665, 4180, 32085, 34004, 18395, 18399, 29797, 745, 28397, 22129, 32755, 31992}","{5248, 3, 14215, 29576, 12297, 1784, 25489, 18204, 12062, 414, 32546, 33955, 14125, 29230, 17326, 4145, 34612, 566, 36665, 21563, 2494, 18241, 198, 24777, 20555, 2252, 35665, 4180, 32085, 34004, 18395, 18399, 29797, 745, 28397, 22129, 32755, 31992}"
X470,{'57818'},"{9154, 6979, 11429, 42022, 6470, 7528, 30186, 3467, 2190, 6002, 2392, 6938, 41947, 509}","{9154, 6979, 11429, 42022, 6470, 7528, 30186, 3467, 2190, 6002, 2392, 6938, 41947, 509}"
